,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5222,0.0,50.0,0.0,0.5062
split 1,0.0,50.0,0.0,0.5593,0.0,50.0,0.0,0.4653
split 2,0.0,50.0,0.0,0.5357,0.0,50.0,0.0,0.4822
split 3,0.0,50.0,0.0,0.5593,0.0,50.0,0.0,0.4823
split 4,0.0,50.0,0.0,0.5221,0.0,50.0,0.0,0.5128
split 5,0.0,50.0,0.0,0.5671,0.0,50.0,0.0,0.4348
mean,0.0,50.0,0.0,0.5443,0.0,50.0,0.0,0.4806
std,0.0,0.0,0.0,0.0184,0.0,0.0,0.0,0.0259
test mean,0.0,50.0,0.0,0.5167797524771789,0.0,50.00000000000001,0.0,0.4695123158444746
test std,0.0,1.597162187604841e-14,0.0,0.0763282188888527,0.0,1.4862067603866e-14,0.0,0.04390700408148794
