,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5921,0.0,50.0,0.0,0.5075
split 1,0.0,50.0,0.0,0.5918,0.0,50.0,0.0,0.4599
split 2,0.0,50.0,0.0,0.5832,0.0,50.0,0.0,0.5727
split 3,0.0,50.0,0.0,0.5897,0.0,50.0,0.0,0.5512
split 4,0.0,50.0,0.0,0.5818,0.0,50.0,0.0,0.5166
split 5,0.0,50.0,0.0,0.5883,0.0,50.0,0.0,0.468
mean,0.0,50.0,0.0,0.5878,0.0,50.0,0.0,0.5127
std,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0406
test mean,0.0,50.00000000000001,0.0,0.5790541416622766,0.0,50.0,0.0,0.5114281517875823
test std,0.0,2.1128469759191495e-14,0.0,0.07429018048850362,0.0,1.464821375527116e-14,0.0,0.05862381916930165
