,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4988,0.0,50.0,0.0,0.5165
split 1,0.0,50.0,0.0,0.527,0.0,50.0,0.0,0.5297
split 2,0.0,50.0,0.0,0.5156,0.0,50.0,0.0,0.5099
split 3,0.0,50.0,0.0,0.5263,0.0,50.0,0.0,0.5178
split 4,0.0,50.0,0.0,0.5346,0.0,50.0,0.0,0.4734
split 5,0.0,50.0,0.0,0.5149,0.0,50.0,0.0,0.5101
mean,0.0,50.0,0.0,0.5195,0.0,50.0,0.0,0.5096
std,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0175
