,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5444,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5349
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5463,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5012
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5435,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5261
split 3,26.85,48.73,0.0,31.82,35.86,24.69,34.89,0.0,39.17,0.5463,24.22,40.4,0.0,32.25,30.69,20.35,31.35,0.0,29.7,0.5366
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.541,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5625
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5477,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4997
mean,18.36,49.79,0.0,5.3,33.76,13.37,33.59,0.0,6.53,0.5449,17.93,48.4,0.0,5.38,32.89,12.65,33.0,0.0,4.95,0.5268
std,3.8,0.47,0.0,11.86,0.94,5.06,0.58,0.0,14.6,0.0022,2.81,3.58,0.0,12.02,0.98,3.44,0.74,0.0,11.07,0.0217
test mean,16.666666666666664,49.99999999999999,0.0,0.0,33.333333333333336,11.111111111111109,33.333333333333336,0.0,0.0,0.5445268697764112,16.666666666666664,49.99999999999999,0.0,0.0,33.33333333333333,11.111111111111112,33.33333333333333,0.0,0.0,0.5213346277031992
test std,1.4350408191326672e-14,4.2130987108508384e-14,0.0,0.0,8.311895553924868e-15,1.2527641483693956e-14,3.763370773438086e-14,0.0,0.0,0.031203087827621486,1.0583867371683362e-14,2.929642751054232e-14,0.0,0.0,7.53644380168212e-15,8.859551911326592e-15,2.670449884045373e-14,0.0,0.0,0.0551857896051235
