,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train TPR,train FPR,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val TPR,val FPR,val Auc
split 0,42.95,38.76,47.93,42.16,43.45,56.78,28.28,0.6064,33.11,30.71,40.36,28.26,33.56,45.27,33.22,0.4846
split 1,39.98,33.26,46.21,40.46,40.79,55.76,29.6,0.5931,31.83,27.56,39.55,28.36,32.66,47.97,33.67,0.5066
split 2,41.43,39.96,43.73,40.58,41.53,47.29,29.24,0.6034,31.85,30.26,34.57,30.72,31.98,37.84,34.01,0.4869
split 3,40.39,37.69,42.01,41.47,40.5,44.5,29.75,0.5963,32.12,28.78,33.23,34.36,32.2,35.37,33.9,0.4985
split 4,41.76,41.01,46.62,37.65,42.19,54.31,28.91,0.6075,29.78,25.1,32.95,31.27,30.16,39.46,34.92,0.4634
mean,41.3,38.14,45.3,40.46,41.69,51.73,29.16,0.6013,31.74,28.48,36.13,30.6,32.11,41.18,33.94,0.488
std,1.05,2.68,2.13,1.54,1.06,4.91,0.53,0.0057,1.09,2.03,3.18,2.24,1.12,4.71,0.56,0.0147
