,F1,Acc,precision,Auc
train tissue 0,0.0,50.00000000000002,0.0,0.5286666666666667
train tissue 1,0.0,50.000000000000014,0.0,0.6233766233766238
train tissue 2,0.0,50.0,0.0,0.5098039215686272
train tissue 3,0.0,50.000000000000014,0.0,0.5094736842105264
train tissue 4,0.0,50.000000000000014,0.0,0.49785714285714294
train tissue 5,0.0,49.99999999999999,0.0,0.560606060606061
train tissue 6,0.0,50.0,0.0,0.556149732620321
train tissue 7,0.0,50.00000000000002,0.0,0.6107038123167158
train tissue 8,0.0,49.99999999999999,0.0,0.6318181818181815
train tissue 9,0.0,49.99999999999997,0.0,0.5060728744939269
train tissue 10,0.0,49.999999999999964,0.0,0.5448113207547169
train tissue 11,0.0,50.000000000000014,0.0,0.5191176470588236
train tissue 12,0.0,50.0,0.0,0.5416
train tissue 13,0.0,50.00000000000002,0.0,0.4774083546462067
train tissue 14,0.0,49.99999999999999,0.0,0.45555555555555544
train tissue 15,0.0,50.000000000000014,0.0,0.4557377049180329
train tissue 16,0.0,50.000000000000014,0.0,0.4758169934640525
train tissue 17,0.0,50.0,0.0,0.4970238095238095
train tissue 18,0.0,49.999999999999986,0.0,0.45745511319281795
train mean,0.0,50.0,0.0,0.5241607999815163
train std,0.0,1.6219258688167645e-14,0.0,0.05261063788470239
test tissue 0,0.0,50.000000000000036,0.0,0.5507692307692311
test tissue 1,0.0,49.99999999999998,0.0,0.5086206896551724
test tissue 2,0.0,50.0,0.0,0.5787878787878792
test tissue 3,0.0,50.00000000000002,0.0,0.5064935064935067
test tissue 4,0.0,50.000000000000014,0.0,0.532467532467533
test tissue 5,0.0,50.0,0.0,0.42655367231638397
test tissue 6,0.0,50.000000000000014,0.0,0.5389924085576262
test tissue 7,0.0,50.0,0.0,0.5462962962962965
test mean,0.0,50.00000000000001,0.0,0.5236226519179537
test std,0.0,1.6085595323533783e-14,0.0,0.04264614252049847
