,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5107,0.0,50.0,0.0,0.4629
split 1,0.0,50.0,0.0,0.5034,0.0,50.0,0.0,0.5182
split 2,0.0,50.0,0.0,0.5278,0.0,50.0,0.0,0.4963
split 3,0.0,50.0,0.0,0.4814,0.0,50.0,0.0,0.516
split 4,0.0,50.0,0.0,0.5231,0.0,50.0,0.0,0.5431
split 5,0.0,50.0,0.0,0.5066,0.0,50.0,0.0,0.5334
mean,0.0,50.0,0.0,0.5088,0.0,50.0,0.0,0.5117
std,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0262
test mean,0.0,50.0,0.0,0.48484389669864325,0.0,50.0,0.0,0.5116003687957403
test std,0.0,1.5635339543114833e-14,0.0,0.08192700613084368,0.0,1.2809491335957507e-14,0.0,0.07121772247459454
