,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,38.49003828195003,45.23246049316739,19.334044505585613,50.90360984709707,41.04539061501086,39.29345597837297,38.6358449349548,31.619264730769604,47.6252582693945,0.5680459511628343
test tissue 1,51.78509522303227,55.664296275434744,55.29613919213021,44.39485020153185,52.18780014767008,52.031614755212985,53.06069944462774,52.44542209678763,50.58872272422358,0.6989269369452663
test tissue 2,47.73775941491156,41.69892159363331,50.907836582417644,50.606520068683736,48.199487630381945,48.58028643490354,50.79491760959763,46.410267396040176,48.53567429907281,0.6521742746872505
test tissue 3,53.61089717553642,58.14231084673075,53.72863287902218,48.961747800856315,53.54607684709083,54.35589625983663,56.33800928935734,60.82804161018949,45.901637879963054,0.7094167313277125
test tissue 4,32.69975497600151,41.339392601029736,14.663235201807801,42.09663712516697,35.20587999679563,33.46862207797256,33.71310496483476,24.15718717683558,42.53557409224734,0.497737556561086
test tissue 5,54.20041840246296,58.57305628049898,59.64698714833994,44.38121177854996,54.39282017933523,54.14678001556545,56.00650130673749,60.060498918749836,46.373339821209015,0.7306541295875876
test tissue 6,47.80231011672561,46.427495827564485,47.989637204634214,48.98979731797812,47.83278474252065,47.93590051503282,47.44300908200099,49.94758542284166,46.41710704025582,0.6631876577303621
test tissue 7,53.46911431770486,58.99832558447569,57.368760938309215,44.04025643032967,54.00460163047984,55.32759563397317,50.053024677955534,66.7963654885255,49.133396735438474,0.7384881432696491
test mean,47.47442348854065,50.759532437816894,44.86690920653085,46.79682882127422,48.30185522366063,48.142518958858766,48.25563891375828,49.03307910509243,47.13883885772557,0.6573289226589686
test std,7.387492711333044,7.311290597252497,16.47907507325834,3.204890464661204,6.48666855037615,7.376238015663729,7.606360943338324,13.773479722968297,2.288430446448171,0.0789847200177427
