,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5767,0.0,50.0,0.0,0.4872
split 1,0.0,50.0,0.0,0.5882,0.0,50.0,0.0,0.4412
split 2,0.0,50.0,0.0,0.5917,0.0,50.0,0.0,0.4357
split 3,0.0,50.0,0.0,0.591,0.0,50.0,0.0,0.3962
split 4,0.0,50.0,0.0,0.5652,0.0,50.0,0.0,0.4462
split 5,0.0,50.0,0.0,0.5614,0.0,50.0,0.0,0.4877
mean,0.0,50.0,0.0,0.579,0.0,50.0,0.0,0.449
std,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0316
test mean,0.0,50.0,0.0,0.5731385135792383,0.0,50.0,0.0,0.4777599605617201
test std,0.0,1.5635339543114833e-14,0.0,0.09479518202028933,0.0,1.2809491335957507e-14,0.0,0.0576482878735591
