weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
0.025442370383211788,-0.1901097450252583,-1.0410727710802665,-0.46054080878990905,-0.28601063422555717,-1.0353314981145534,-1.0548082993882106,-0.5694188507532106,-0.624440837169354,-0.4722414721634282,1.3656268092210924,0.5162669612393748,0.3422559447973994,-0.7892999064245799,-0.45877003751652934,0.8976908566274716,-0.4835736054188985
-1.0886250600331768,1.0374421674746503,-1.114019911926255,-1.0749839214068047,-0.7892858453250539,-1.266619569923617,-1.5143584896909337,-1.3100770724491961,-1.0955930888044823,-1.0623093187422425,1.3453755035431039,-1.2784541911044034,-1.2776862935373463,1.2480334971984282,-0.8394761143610006,-1.333135848364439,1.5791586821644774
0.025442370383211788,-0.1901097450252583,-1.0205668871472549,-0.48885423517423304,-0.11918161968150512,-1.0291814668655364,-1.1068782805409982,-0.6667771845519251,-0.6718722746173567,-0.39068073676133463,1.5577668607714872,0.1174400384963129,0.007469366822767434,-0.3076942906060264,-0.1998899052622971,0.43316655901384593,-0.5285290857224177
1.1395098007996005,-1.0084776866918648,-0.9931672844312697,-0.6979754543581609,0.009370082841118076,-0.7675368733363757,-0.8591355499601879,-0.4249062779028531,-0.8756398429120239,-0.7173933426909207,1.3446852545351136,-0.08197342287521801,-0.055963101943052,0.45645328649274103,1.516894129686821,-0.25989773758597345,0.5209307811235433
1.1395098007996005,-1.0084776866918648,-0.9252456708982386,1.4776346547708599,0.5079981401933111,-0.8025272199135425,-0.6688939843378252,0.6434168015520346,1.5715121371488907,1.4672197373348577,1.7894087415921378,1.1145073453539676,1.024245635249082,-1.055496464986109,0.5414486552839056,1.1870034108667302,-1.109713641362364
0.025442370383211788,-0.1901097450252583,-1.0576853725806497,-0.7973618312927212,-0.3832471025289463,-1.020557205217894,-1.1610081593792942,-0.927589118207347,-1.0884954603833528,-0.7708347616862311,1.2693236467100173,-0.2813868842467489,-0.3667512334719952,0.23170399911075093,0.08624076722923668,0.000652749857570558,0.22606000900890288
0.025442370383211788,-0.1901097450252583,-1.0373761880964871,-0.7966007231973234,-0.13055512698546026,-1.0146666553851598,-1.180213392412354,-0.9211852624639209,-0.8980269481299552,-0.8041964298202396,1.468059130200402,-0.6802138069898107,-0.5733564105965715,0.8398491296737859,0.40416373666425676,-0.8453700093708675,1.1314551352363371
1.1395098007996005,-1.0084776866918648,-0.9951953978197657,0.5293572679388523,-0.599963960003244,-0.7751642449015651,-0.803914511216385,0.013023656579062239,0.14234796854272838,0.6519382390575093,1.5208405922161898,0.31685349986784384,0.3186844644508987,-0.10541993196223581,1.159230789072422,0.19867112031466067,-0.31202421850328615
0.025442370383211788,-0.1901097450252583,-1.0534355335822263,-0.9550544862250727,-0.18800585888456325,-1.0100894037270287,-1.1858872910890774,-1.0654081478822504,-1.1518025554716802,-0.860536516988299,1.3253756570002955,-0.6802138069898107,-0.5295242718615204,0.8398491296737859,0.40416373666425676,-1.020092100950653,1.0683343045727756
-1.0886250600331768,1.0374421674746503,-1.1269173316172858,-1.1927412641853903,-0.9475967481130686,-1.2641635663584276,-1.535782625578871,-1.3420928934604615,-1.193779230483177,-1.1985446984759163,1.1776588943519672,-1.6772811138474653,-1.6517592302305015,2.001604637243932,-0.539670078845983,-1.8179896524983434,2.1077190158217483
0.025442370383211788,-0.1901097450252583,-1.0522540849788091,1.2830221320416162,-0.3651230893707051,-1.030299011765433,-1.0234925383991849,-0.4986323689994438,0.5104317932368547,1.246127323861135,1.5656432811450842,0.5162669612393748,0.4575358540352574,-0.7892999064245799,-0.45877003751652934,0.7279608248071087,-1.1977891860248717
-1.0886250600331768,1.0374421674746503,-1.1586630826484194,-0.9367525217305022,-1.4358618336559859,-1.260346394634513,-1.5166006282277467,-1.3334054101503194,-1.1385940881626546,-0.8798503259977467,1.1097563984612986,-1.2784541911044034,-1.2811342067201554,1.2480334971984282,-0.8394761143610006,-1.202094279679596,0.8915839635668245
-1.0886250600331768,1.0374421674746503,-1.142050089685615,-1.1545459933619149,-1.0847873085118966,-1.2605599776103316,-1.5561865014810197,-1.4228177510774511,-1.2382741679908777,-1.178321382706964,1.0445659335700128,-1.6772811138474653,-1.6534432500109146,2.001604637243932,-0.539670078845983,-1.7437327635769346,1.8524956451407195
0.025442370383211788,-0.1901097450252583,-1.0307150481430862,0.09157419907710955,-0.29719531946113864,-1.0390231839071153,-1.058596253785653,-0.311220061351801,0.17631396637879374,-0.07126050652974278,1.4708223375564307,0.1174400384963129,0.007594703945164122,-0.3076942906060264,-0.1998899052622971,0.43316655901384593,-0.21566304456055346
0.025442370383211788,-0.1901097450252583,-1.050611885558937,-0.402120695574369,-0.8110416562071753,-1.0231176775216415,-1.1377161013311812,-0.5752769915419262,-0.43856658532135673,-0.45309649440041383,1.4009896716708699,-0.2813868842467489,-0.3210132936138118,0.23170399911075093,0.08624076722923668,-0.20778764009726383,0.032055261447982174
-1.0886250600331768,1.0374421674746503,-1.1536414850513483,-1.0403789281330882,-1.4718482820101664,-1.2634598800218042,-1.51729403758179,-1.3046626930696443,-1.1055757265785715,-1.043714319335124,1.0367179445056753,-1.2784541911044034,-1.3237782147344679,1.2480334971984282,-0.8394761143610006,-1.071052710994761,1.3269487027352715
0.025442370383211788,-0.1901097450252583,-1.0370902720090844,-0.39812600026069656,-0.4792357052175564,-1.0204922672518042,-1.1741375926250812,-0.6735467397778341,-0.43946092800677433,-0.36237298322292516,1.4516593192159801,-0.6802138069898107,-0.6553150725632538,0.8398491296737859,0.40416373666425676,-0.7288886149843439,0.47316738005475384
0.025442370383211788,-0.1901097450252583,-1.03054350168536,-0.22973558280558332,-0.6803847572781694,-1.0307174377565604,-1.1008614514771526,-0.42464715138307446,-0.21423896726546868,-0.2735727411859617,1.450262394221314,0.1174400384963129,0.009092216574785206,-0.3076942906060264,-0.1998899052622971,0.3862674712740144,-0.413172283083967
-1.0886250600331768,1.0374421674746503,-1.0790933246459105,-0.462005690874277,-0.5263337987806043,-1.2797455310242132,-1.4355990748683372,-1.0294271523706249,-0.5118806985319768,-0.45432059398748953,1.5484034829239255,-0.48080034561827983,-0.5770562415980005,0.006954711728759773,-1.3444125952283719,-0.10356744511984863,0.02579155722602142
1.1395098007996005,-1.0084776866918648,-0.934816735298895,1.1277515188936138,0.02517159082891837,-0.7953308280629697,-0.7124124307510261,0.5048654955557,1.0300083275600325,0.9850040985285551,1.7376735517568807,1.1145073453539676,0.9827586712903056,-1.055496464986109,0.5414486552839056,1.2641534253305313,-0.8615301437368854
0.025442370383211788,-0.1901097450252583,-1.0670149242713287,-0.12885651668253245,-1.1303783960170106,-1.0225929363188222,-1.1382758544459903,-0.5686429607674321,-0.327932688865687,-0.17265471375946453,1.3111132486648795,-0.2813868842467489,-0.36675123347199123,0.23170399911075093,0.08624076722923668,0.000652749857570558,0.22606000900890696
0.025442370383211788,-0.1901097450252583,-0.9904243431572718,0.16397876414602544,0.05568337053989921,-1.035856926780485,-1.0819070137302853,-0.346107882055587,0.1791245918018641,0.08711508388442593,1.649675806485686,0.1174400384963129,0.04606928886309558,-0.3076942906060264,-0.1998899052622971,0.43316655901384593,0.04868998802221354
0.025442370383211788,-0.1901097450252583,-0.987694761472691,0.7655025676317061,0.28365554166820334,-1.0450542731760313,-0.9967542686971527,-0.23932718078566959,0.3448576008213867,0.7800771436204186,1.7257245042844178,1.1145073453539676,1.1252791147453909,-1.055496464986109,0.5414486552839056,1.1098533964029254,-1.2148132728186651
1.1395098007996005,-1.0084776866918648,-0.9158791565286389,1.5185885861824775,0.33765922555727945,-0.7963941752540277,-0.7240189801294628,0.5314092423902026,1.3093797445339026,1.4927758950034435,1.8510828853356156,0.7156804226109056,0.6494112321531796,-0.6062897724135295,0.8356306237546317,0.7703933327621995,-0.6317699999248942
1.1395098007996005,-1.0084776866918648,-0.9472306314175751,0.7050426383800823,0.4760261663450991,-0.7801124958256894,-0.7739211169097608,0.020251203916221018,0.2779605349751258,0.7051676189698818,1.7142872203785158,0.31685349986784384,0.441551072660903,-0.10541993196223581,1.159230789072422,0.057973857095142405,0.05944284094606412
0.025442370383211788,-0.1901097450252583,-0.9813989919892027,1.2613573057574863,0.02937764086173992,-1.0417665363733508,-1.0468761566919058,-0.23732889159027373,0.5581731549125164,1.2776502886538332,1.7602704404483003,0.5162669612393748,0.38213586064481714,-0.7892999064245799,-0.45877003751652934,0.8552583486723809,-0.80883528356277
1.1395098007996005,-1.0084776866918648,-0.9494492617487664,0.33443966996923485,0.017435655178484638,-0.7829678378642234,-0.7893274480580967,0.16880122815874557,0.2411261964475147,0.44099828776317235,1.6888993248286839,0.31685349986784384,0.31625669059910866,-0.10541993196223581,1.159230789072422,0.24557020805449614,-0.01828752315455078
0.025442370383211788,-0.1901097450252583,-1.036094033236543,-0.8342859011385821,-0.1770186882071704,-1.0208627742525016,-1.1563126860629869,-0.8733806472265829,-1.006918301122312,-0.752183376397752,1.346299521093853,-0.08197342287521801,-0.0033907580165607725,0.45645328649274103,1.516894129686821,-0.25989773758597345,0.29753116550625613
1.1395098007996005,-1.0084776866918648,-0.9270029493153864,1.4907878478683934,0.3590413443051595,-0.7957974498221528,-0.7056196339183968,0.39533991372662386,1.0847715561745241,1.3607891695122416,1.8063111549434716,1.1145073453539676,0.9827586712902878,-1.055496464986109,0.5414486552839056,1.2641534253305313,-0.8615301437368773
