,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,68.4,69.52,71.0,0.7552,59.7,61.42,62.49,0.6772
split 1,66.8,67.72,68.75,0.7428,66.92,65.55,64.36,0.7156
split 2,68.99,69.55,70.29,0.7575,58.5,63.03,66.66,0.7021
split 3,69.01,69.29,69.63,0.7354,75.52,70.83,65.06,0.7818
split 4,65.06,66.15,67.23,0.7254,73.53,73.0,72.12,0.8094
split 5,66.08,66.78,67.51,0.7362,64.12,65.91,67.66,0.7184
mean,67.39,68.17,69.07,0.7421,66.38,66.62,66.39,0.7341
std,1.51,1.37,1.38,0.0113,6.42,4.08,3.04,0.0462
