plant,time point,cell,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
ktnP3,0,430,37.9263,0.19322854225312233,0.015183886225817796,0.047118524154711586,0.0041398338491001165,0.0018052590580671895,0.04374762291674935,0.03842209473366927,0.02987225388661932,0.0454314435520526,11.989340489667544,37.0,174.4907793807019,0.27205882352941174,4.352941176470588,14.249400000000012,6.145014067368649
ktnP3,0,432,38.401039999999995,0.1897687368870661,0.015161801651830155,0.02918602881233381,0.006125810330613401,0.0018609910776575505,0.04515600027518118,0.03802374288988316,0.034113276251277344,0.02909542681457016,12.124782942924483,42.0,210.36156475560787,0.2456140350877193,4.421052631578948,14.231838140350861,4.986595818742152
ktnP3,0,435,65.0855,0.16156683695897125,0.01749012976736341,0.06333889650714541,0.006838354593808287,0.002869850636932161,0.05458666030660424,0.08384319171460039,0.0928146391962463,0.06380235977677991,12.018431265210449,57.0,287.741247852982,0.1753846153846154,4.384615384615385,17.679284246153845,3.7490434333007405
ktnP3,0,440,33.29803520000001,0.26327015290392464,0.015118854842689482,0.031098016159794826,0.02025506572882904,0.001504309936928999,0.042451993636915285,0.03882481368815934,0.03901667446716559,0.0311020892013949,11.61137750153459,41.0,203.12127066383204,0.23976608187134504,4.315789473684211,16.203400991812863,5.4436436595074
ktnP3,0,444,54.842349999999996,0.18854477026594624,0.01673375939107461,0.08538979858669514,0.02002934386010043,0.0023407664080961413,0.049544083188028706,0.06735688986366693,0.08135141688681255,0.08652271089616073,11.544142707017647,47.0,238.45649778318813,0.22380952380952382,4.476190476190476,17.052045480000007,5.071242055097031
ktnP3,0,446,42.2922,0.22212729838466452,0.01586270128534162,0.04629904375782812,0.012039994078244243,0.0018547994820739635,0.04604282333312741,0.0495780215474408,0.06541034869328173,0.04629777528801319,11.546022451949186,46.0,232.80387867440248,0.21904761904761907,4.380952380952381,17.383846952380956,5.385271147478376
ktnP3,0,460,47.54260000000001,0.2369107144988566,0.01531482060205965,0.012227657402570447,0.0292469513186314,0.0020618718789589207,0.04552695687276591,0.0415446887044526,0.022840917970561855,0.01349800016878087,10.511184225941443,44.0,224.26888294487568,0.23157894736842108,4.4,16.99650752631578,5.038610860861342
ktnP3,0,464,51.5483,0.1814386043678582,0.016812259059478262,0.04038098749337785,0.0045641875497318294,0.0023042207582185856,0.050473341043249145,0.06764322752708139,0.07544867124384394,0.04038360588112497,11.841665104240994,50.0,252.4071778014964,0.1976284584980237,4.3478260869565215,17.104005612648216,3.884862989050035
ktnP3,0,476,54.101566000000005,0.18595865888845473,0.01657814865791285,0.06114331245594956,0.030599767414817167,0.0023274277762564766,0.05031443775876951,0.07220425821784172,0.08398988850067056,0.06119612947135131,11.47959698230615,49.0,248.00105911776637,0.2121212121212121,4.454545454545454,17.433951694372308,5.008269187645405
ktnP3,0,479,50.338640999999996,0.17302758433872836,0.016369100547620124,0.04616762885215164,0.01506758050968343,0.002277096628301275,0.04969696022049625,0.058165531498397136,0.05717438175252437,0.047140488073743915,11.969387051353557,47.0,238.40981696043247,0.22380952380952382,4.476190476190476,15.478772647619056,4.727317288949376
ktnP3,0,484,31.099600000000002,0.25371511606564856,0.013624034524848705,0.008612449140757312,0.016173902494255286,0.0014779717016306516,0.04065462676655689,0.02163976464434254,0.008267978940271214,0.009001723850439423,10.60180187853082,37.0,187.16842000877702,0.27205882352941174,4.352941176470588,14.97848970588235,5.719935250401486
ktnP3,0,485,38.197078999999995,0.1949437690599529,0.01548979707313712,0.03634300085076871,0.016076163416493955,0.0017736407049554915,0.04615486161432006,0.04310747726638916,0.04727945120491545,0.0373756264740566,11.923229310253467,47.0,247.22541993380193,0.22380952380952382,4.476190476190476,15.281370754285724,4.340327985496505
ktnP3,0,486,22.565249999999995,0.3438667098716424,0.013199437556736485,0.04491056076703722,0.01414939045814319,0.0011102947077539893,0.03847194404788347,0.019267065268920094,0.01949858830736342,0.04506464936514706,11.63570972712286,38.0,192.3699318679076,0.24836601307189543,4.222222222222222,15.54429052287581,5.8095647773048515
ktnP3,0,490,18.4906728,0.282749394169131,0.012330293515970096,0.030596974916215932,0.009585797287464701,0.0009924990527147696,0.03744286453369598,0.014681258639024442,0.008999850686924273,0.0303640484904476,12.002225764707333,34.0,173.11470157214512,0.2833333333333333,4.25,13.644133786666659,5.930628201391617
ktnP3,0,491,28.362095000000004,0.2198210712283001,0.014194585089976628,0.022510582672517477,0.012490450761604453,0.0013957631792890508,0.04150547874875157,0.026198178855650456,0.01566108992057511,0.021800732354788306,11.921209205643754,39.0,201.83157502676863,0.2549019607843137,4.333333333333333,14.267660384313727,5.488433307288627
ktnP3,0,502,29.684200000000004,0.23361478172273537,0.014155889783420552,0.02755439494790228,0.0026058349065216195,0.001470560350787009,0.04092996339988876,0.02769913584640699,0.020392609566856432,0.027147692799139412,11.91369510692115,38.0,193.46019231578063,0.27941176470588236,4.470588235294118,13.68113529411765,6.190046450583617
ktnP3,0,503,42.35380000000001,0.20646004172822105,0.015762210834037164,0.039526911271794134,0.005470433611287148,0.001943896160173898,0.04585994063591571,0.048714628513499204,0.05246388009597328,0.04104886877028332,11.753550982820348,46.0,231.73585878901667,0.21904761904761907,4.380952380952381,15.976526666666674,4.760442087847038
ktnP3,0,504,19.92308,0.30423678064342674,0.012611457530504222,0.027816684047902017,0.001447349529210045,0.0010633531486792171,0.03730965371945759,0.01683614605666262,0.011097458170183972,0.02732444753876038,11.990548611874392,35.0,164.0702832899036,0.25735294117647056,4.117647058823529,14.283551382352943,5.363059047300469
ktnP3,0,527,38.40235,0.19146203805696807,0.014954512366774987,0.03860381489855314,0.004861039288189042,0.0018839710699351821,0.04483084371226424,0.033876422129676335,0.01926089795719021,0.039749545823080636,12.218565259518078,42.0,210.46209550779514,0.2456140350877193,4.421052631578948,14.270789847953214,4.935965831178022
