,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5682,0.0,50.0,0.0,0.5054
split 1,0.0,50.0,0.0,0.5886,0.0,50.0,0.0,0.4576
split 2,0.0,50.0,0.0,0.5733,0.0,50.0,0.0,0.577
split 3,0.0,50.0,0.0,0.6141,0.0,50.0,0.0,0.5464
split 4,0.0,50.0,0.0,0.5641,0.0,50.0,0.0,0.6538
split 5,0.0,50.0,0.0,0.5851,0.0,50.0,0.0,0.5844
mean,0.0,50.0,0.0,0.5822,0.0,50.0,0.0,0.5541
std,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0621
test mean,0.0,50.0,0.0,0.5787553833506932,0.0,50.0,0.0,0.5552464558502683
test std,0.0,1.6300968317080003e-14,0.0,0.07831324707720332,0.0,1.2809491335957507e-14,0.0,0.10273278567486936
