plant,time point,cell,area
ktnP2,0,423,21.0436
ktnP2,0,425,22.9169
ktnP2,0,426,10.6017
ktnP2,0,451,27.2155
ktnP2,0,454,33.6575
ktnP2,0,455,32.8215
ktnP2,0,458,21.3268
ktnP2,0,459,16.8457
ktnP2,0,462,25.5043
ktnP2,0,464,27.7985
ktnP2,0,466,17.7285
ktnP2,0,470,24.236
ktnP2,0,471,22.5348
ktnP2,0,474,24.291
ktnP2,0,487,28.7546
ktnP2,0,493,30.1173
ktnP2,0,499,35.4817
ktnP2,0,503,15.212
ktnP2,0,516,36.149
ktnP2,0,538,28.4692
ktnP2,0,539,11.8183
ktnP2,0,540,21.0066
ktnP2,0,546,27.6779
ktnP2,0,547,17.2015
ktnP2,0,557,13.2324
ktnP2,0,565,28.7514
ktnP2,0,566,15.659
ktnP2,0,567,21.2438
ktnP2,0,568,28.1756
ktnP2,0,569,35.7135
ktnP2,0,677,24.8467
ktnP2,0,688,21.6802
ktnP2,0,689,14.7354
ktnP2,0,690,2.0813099999999998
ktnP2,0,691,34.4453
ktnP2,0,692,24.1479
ktnP2,0,693,16.6116
ktnP2,1,3,26.5505
ktnP2,1,10,24.4082
ktnP2,1,19,20.3137
ktnP2,1,21,24.366
ktnP2,1,42,37.6921
ktnP2,1,47,13.9614
ktnP2,1,48,39.272
ktnP2,1,49,24.485
ktnP2,1,50,19.9071
ktnP2,1,51,28.2169
ktnP2,1,52,28.1127
ktnP2,1,63,19.4481
ktnP2,1,65,25.1745
ktnP2,1,66,37.1955
ktnP2,1,77,21.9962
ktnP2,1,88,35.3188
ktnP2,1,99,22.901999999999997
ktnP2,1,100,19.2565
ktnP2,1,105,24.9666
ktnP2,1,110,29.163
ktnP2,1,111,35.9534
ktnP2,1,121,31.6758
ktnP2,1,125,27.5331
ktnP2,1,137,19.038
ktnP2,1,178,19.8478
ktnP2,1,179,21.0011
ktnP2,1,180,33.7885
ktnP2,1,182,22.4052
ktnP2,1,183,24.9286
ktnP2,1,186,31.4552
