,F1,Acc,precision,Auc
train tissue 0,0.0,50.00000000000002,0.0,0.592
train tissue 1,0.0,50.00000000000002,0.0,0.4705188679245287
train tissue 2,0.0,50.0,0.0,0.45537757437070914
train tissue 3,0.0,50.000000000000014,0.0,0.5071428571428572
train tissue 4,0.0,50.0,0.0,0.6303558460421208
train tissue 5,0.0,49.999999999999986,0.0,0.7032967032967032
train tissue 6,0.0,50.0,0.0,0.5781609195402302
train tissue 7,0.0,50.000000000000014,0.0,0.5659301496792587
train tissue 8,0.0,49.999999999999986,0.0,0.6138147566718992
train tissue 9,0.0,50.0,0.0,0.601253918495298
train tissue 10,0.0,50.000000000000014,0.0,0.5983471074380168
train tissue 11,0.0,50.000000000000014,0.0,0.6329201101928373
train tissue 12,0.0,49.999999999999986,0.0,0.5836466165413532
train tissue 13,0.0,50.00000000000002,0.0,0.5641666666666667
train tissue 14,0.0,49.99999999999999,0.0,0.6614832535885166
train tissue 15,0.0,50.00000000000002,0.0,0.6579861111111113
train tissue 16,0.0,50.0,0.0,0.5714285714285713
train tissue 17,0.0,50.00000000000002,0.0,0.550173010380623
train tissue 18,0.0,49.999999999999986,0.0,0.6033670033670031
train mean,0.0,50.00000000000001,0.0,0.5863878970462265
train std,0.0,1.3540601241132825e-14,0.0,0.060419439851177044
test tissue 0,0.0,49.99999999999998,0.0,0.4580610021786487
test tissue 1,0.0,50.00000000000002,0.0,0.41084053417124905
test tissue 2,0.0,49.999999999999986,0.0,0.6428571428571428
test tissue 3,0.0,50.000000000000036,0.0,0.5655172413793104
test tissue 4,0.0,50.00000000000002,0.0,0.5000000000000002
test tissue 5,0.0,50.000000000000014,0.0,0.4304029304029309
test tissue 6,0.0,50.000000000000014,0.0,0.5163398692810459
test tissue 7,0.0,50.00000000000002,0.0,0.49525616698292274
test mean,0.0,50.00000000000001,0.0,0.5024093609066564
test std,0.0,1.8630587706705476e-14,0.0,0.07026358345977941
