,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6228,0.0,50.0,0.0,0.4692
split 1,0.0,50.0,0.0,0.5949,0.0,50.0,0.0,0.5256
split 2,0.0,50.0,0.0,0.6108,0.0,50.0,0.0,0.5027
split 3,0.0,50.0,0.0,0.5922,0.0,50.0,0.0,0.5355
split 4,0.0,50.0,0.0,0.5921,0.0,50.0,0.0,0.5166
split 5,0.0,50.0,0.0,0.5985,0.0,50.0,0.0,0.4474
mean,0.0,50.0,0.0,0.6019,0.0,50.0,0.0,0.4995
std,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0314
test mean,0.0,50.00000000000001,0.0,0.5863878970462265,0.0,50.00000000000001,0.0,0.5024093609066564
test std,0.0,1.3540601241132825e-14,0.0,0.060419439851177044,0.0,1.8630587706705476e-14,0.0,0.07026358345977941
