,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,26.34,49.3,0.0,29.73,36.27,26.85,34.41,0.0,46.15,0.5719,19.53,50.03,0.0,8.56,33.72,21.97,33.81,0.0,32.09,0.5306
split 1,23.79,50.3,0.34,20.73,35.52,38.52,34.49,36.4,44.66,0.5669,16.11,48.32,0.0,0.0,31.4,10.83,32.49,0.0,0.0,0.5237
split 2,27.12,48.78,0.0,32.58,35.96,24.51,35.17,0.0,38.36,0.5703,24.85,48.96,0.0,25.6,34.67,23.23,34.56,0.0,35.14,0.5243
split 3,21.7,50.33,0.0,14.76,34.94,27.37,34.09,0.0,48.03,0.5708,21.06,47.69,0.0,15.48,32.7,21.8,32.71,0.0,32.68,0.4974
split 4,19.48,49.88,0.0,8.55,34.01,27.29,33.53,0.0,48.36,0.5681,17.13,49.61,0.0,1.78,32.63,14.58,33.34,0.0,10.41,0.5309
split 5,27.47,48.23,4.24,29.95,35.8,48.1,34.28,69.94,40.1,0.5698,23.91,47.85,0.0,23.88,34.19,25.5,33.13,0.0,43.38,0.5331
mean,24.32,49.47,0.76,22.72,35.42,32.11,34.33,17.72,44.28,0.5696,20.43,48.74,0.0,12.55,33.22,19.65,33.34,0.0,25.62,0.5233
std,2.96,0.78,1.56,8.82,0.75,8.44,0.49,26.87,3.8,0.0017,3.23,0.87,0.0,9.97,1.1,5.17,0.69,0.0,15.2,0.0121
test mean,19.73797952908107,48.91303529218005,0.0,10.300903295063161,33.435673618975905,20.094873880967633,33.236818930191596,0.0,27.047802712711317,0.5683044000161347,20.067544080541396,49.3203307101786,0.0,10.882301531445568,33.04921856783559,17.45019286570584,33.87000830403353,0.0,18.480570293083993,0.5216101184278468
test std,3.553515836225654,2.314522011082583,0.0,10.678116393450892,2.1530406382619094,8.513576043275828,1.4250252978589575,0.0,24.898517166424995,0.0497150638430495,3.4382653425220444,2.0557948472275056,0.0,10.075477739412694,2.3225979004910546,5.977910284420274,1.6515165153040887,0.0,17.6680458924026,0.05798695952718639
