,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5081,0.0,50.0,0.0,0.453
split 1,0.0,50.0,0.0,0.4845,0.0,50.0,0.0,0.4881
split 2,0.0,50.0,0.0,0.4914,0.0,50.0,0.0,0.4958
split 3,0.0,50.0,0.0,0.4876,0.0,50.0,0.0,0.5049
split 4,0.0,50.0,0.0,0.4925,0.0,50.0,0.0,0.4689
split 5,0.0,50.0,0.0,0.4969,0.0,50.0,0.0,0.4826
mean,0.0,50.0,0.0,0.4935,0.0,50.0,0.0,0.4822
std,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0172
test mean,0.0,50.0,0.0,0.47021667998499445,0.0,50.00000000000001,0.0,0.4902453880050073
test std,0.0,1.572008455159306e-14,0.0,0.07895723446567576,0.0,1.5688358818848954e-14,0.0,0.051050829672949015
