,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.3,51.07,30.41,9.41,38.57,46.5,35.8,52.27,51.43,0.6151,18.96,48.92,7.97,0.0,32.83,20.86,33.08,29.49,0.0,0.5114
split 1,23.72,50.46,18.73,1.97,35.9,47.65,34.3,57.03,51.64,0.5929,16.31,48.94,0.0,0.0,31.98,10.95,32.85,0.0,0.0,0.5697
split 2,34.13,51.69,29.91,20.78,39.93,44.91,37.08,51.51,46.14,0.6056,28.02,46.03,14.93,23.09,33.36,32.62,33.63,28.36,35.87,0.5382
split 3,35.6,51.62,35.49,19.68,40.98,46.93,37.2,54.53,49.08,0.6155,31.77,43.79,31.25,20.28,34.24,34.3,35.13,32.1,35.68,0.5149
split 4,29.69,50.7,25.39,12.98,37.9,47.04,35.42,48.75,56.96,0.6029,24.97,44.8,20.66,9.45,31.38,29.62,32.47,28.37,28.04,0.5019
split 5,22.27,50.59,3.54,12.69,35.28,47.47,34.24,57.11,51.06,0.6021,18.05,49.91,0.0,4.25,32.66,16.81,33.78,0.0,16.65,0.4553
mean,29.28,51.02,23.91,12.92,38.09,46.75,35.67,53.53,51.05,0.6057,23.01,47.06,12.47,9.51,32.74,24.19,33.49,19.72,19.37,0.5152
std,4.91,0.48,10.46,6.32,2.03,0.9,1.18,3.02,3.25,0.0078,5.65,2.31,11.23,9.21,0.92,8.6,0.86,14.0,15.12,0.0348
test mean,25.841272715905795,50.37218559057843,23.890301795046426,3.261330762092529,37.13330344445181,35.03518458752929,34.76444248134836,53.65482122027985,16.686290060959617,0.6112487040663461,21.706852911842383,48.96126351661134,7.618815697293151,8.540479521622657,33.77298991908846,33.588394003262025,33.54188307042318,40.765932829057135,26.457366110305742,0.5192382853318458
test std,7.673164215761662,3.3898255333896277,18.50052342256142,6.118322794811324,5.307736442925621,15.31425450303345,2.7140710764792972,27.271898605770126,29.949886530012748,0.0590908314572882,2.9660868216145375,3.3953263426575613,5.927546241484456,7.750544436930445,1.6831319407459708,11.870822129110957,1.7511800679972969,30.38589600742116,24.686583328533445,0.03934270881457231
