,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4683,0.0,50.0,0.0,0.4854
split 1,0.0,50.0,0.0,0.5223,0.0,50.0,0.0,0.5507
split 2,0.0,50.0,0.0,0.4644,0.0,50.0,0.0,0.5045
split 3,0.0,50.0,0.0,0.4676,0.0,50.0,0.0,0.4919
split 4,0.0,50.0,0.0,0.4731,0.0,50.0,0.0,0.458
split 5,0.0,50.0,0.0,0.5207,0.0,50.0,0.0,0.5868
mean,0.0,50.0,0.0,0.4861,0.0,50.0,0.0,0.5129
std,0.0,0.0,0.0,0.0252,0.0,0.0,0.0,0.0431
test mean,0.0,50.0,0.0,0.523667979858077,0.0,50.0,0.0,0.5359495232195964
test std,0.0,1.3242969264071197e-14,0.0,0.05156512567504508,0.0,1.6280579355608324e-14,0.0,0.05118225307529402
