,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.49,40.34,8.04,43.09,35.5,36.57,35.09,39.04,35.59,0.5426,21.87,30.37,0.0,35.23,27.49,18.28,26.86,0.0,27.98,0.4888
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5469,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5315
split 2,45.06,40.82,48.31,46.04,45.21,45.19,43.24,44.99,47.33,0.6283,33.22,29.07,36.59,33.98,33.45,33.36,32.32,33.72,34.04,0.4922
split 3,44.03,41.69,46.58,43.8,44.08,44.04,43.19,45.15,43.77,0.6127,33.9,38.44,32.64,30.63,34.27,34.33,33.93,34.54,34.52,0.5232
split 4,42.95,41.35,43.58,43.92,42.96,42.95,42.17,43.28,43.4,0.6052,32.92,33.81,37.47,27.49,33.25,33.02,33.28,34.66,31.11,0.4982
split 5,42.76,41.57,44.22,42.49,42.76,42.75,41.73,43.8,42.73,0.6091,36.34,35.25,36.94,36.83,36.35,36.37,36.24,35.8,37.06,0.5071
mean,36.99,42.63,31.79,36.56,40.64,37.1,39.79,36.04,35.47,0.5908,29.15,36.16,23.94,27.36,33.02,27.74,32.66,23.12,27.45,0.5068
std,10.32,3.33,19.83,16.39,4.52,11.94,4.02,16.25,16.24,0.0334,7.23,6.91,17.0,12.61,2.69,9.52,2.86,16.36,12.6,0.0158
