plant,time point,dividing parent cell,parent neighbor,weighted node degree_neighbour,clustering coefficient_neighbour,information centrality_neighbour,betweenness centrality_neighbour,eigenvector centrality_neighbour,page rank_neighbour,katz centrality_neighbour,current flow betweenness centrality_neighbour,communicability betweenness centrality_neighbour,load centrality_neighbour,harmonic centrality_neighbour,size on 2 neighborhood_neighbour,estrada index on 2 neighborhood_neighbour,abs graph density on 2 neighborhood_neighbour,rel graph density on 2 neighborhood_neighbour,avg path length on 2 neighborhood_neighbour,algebraic connectivity on 2 neighborhood_neighbour,weighted node degree_div_cell,clustering coefficient_div_cell,information centrality_div_cell,betweenness centrality_div_cell,eigenvector centrality_div_cell,page rank_div_cell,katz centrality_div_cell,current flow betweenness centrality_div_cell,communicability betweenness centrality_div_cell,load centrality_div_cell,harmonic centrality_div_cell,size on 2 neighborhood_div_cell,estrada index on 2 neighborhood_div_cell,abs graph density on 2 neighborhood_div_cell,rel graph density on 2 neighborhood_div_cell,avg path length on 2 neighborhood_div_cell,algebraic connectivity on 2 neighborhood_div_cell,weighted node degree_difference,clustering coefficient_difference,information centrality_difference,betweenness centrality_difference,eigenvector centrality_difference,page rank_difference,katz centrality_difference,current flow betweenness centrality_difference,communicability betweenness centrality_difference,load centrality_difference,harmonic centrality_difference,size on 2 neighborhood_difference,estrada index on 2 neighborhood_difference,abs graph density on 2 neighborhood_difference,rel graph density on 2 neighborhood_difference,avg path length on 2 neighborhood_difference,algebraic connectivity on 2 neighborhood_difference
P9,0,574,542,6.0,0.4,0.0036656261372209832,0.02524746939831357,0.08719709289133881,0.0028380228057281673,0.056044209239908487,0.04767424220584998,0.037477087043786765,0.02413763437615966,63.359848484848804,44.0,224.32695367522481,0.23157894736842108,4.4,2.3210526315789473,0.6669490984191256,8.0,0.2857142857142857,0.00400514343442044,0.09136254708538531,0.11332893371686531,0.0036450661095352287,0.06614613065643474,0.08170841347525942,0.08837856227444937,0.09253646973515715,66.57930402930428,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,2.4545454545454546,0.6369457500082744,-2.0,0.11428571428571432,-0.00033951729719945657,-0.06611507768707174,-0.026131840825526498,-0.0008070433038070614,-0.01010192141652625,-0.03403417126940944,-0.05090147523066261,-0.06839883535899749,-3.219455544455478,-8.0,-44.89700084465014,0.026045350530476435,-0.1217391304347819,-0.13349282296650733,0.030003348410851283
P9,0,574,695,5.0,0.5,0.0034965491349313637,0.008586227369882748,0.07448134189000491,0.002421436299746918,0.050597389134777696,0.03757476916016136,0.0238438250527486,0.008112304429377624,61.422835497835905,37.0,183.84380167305204,0.27205882352941174,4.352941176470588,2.161764705882353,0.845779262406931,8.0,0.2857142857142857,0.00400514343442044,0.09136254708538531,0.11332893371686531,0.0036450661095352287,0.06614613065643474,0.08170841347525942,0.08837856227444937,0.09253646973515715,66.57930402930428,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,2.4545454545454546,0.6369457500082744,-3.0,0.2142857142857143,-0.0005085942994890761,-0.08277631971550256,-0.0388475918268604,-0.0012236298097883106,-0.015548741521657042,-0.044133644315098065,-0.06453473722170078,-0.08442416530577954,-5.156468531468377,-15.0,-85.38015284682291,0.0665252266914671,-0.1687979539641944,-0.2927807486631018,0.20883351239865666
P9,0,574,778,6.0,0.4,0.0037137815388159122,0.04109593851132842,0.0874043273689088,0.0028226743415184904,0.05611126876377562,0.05346935223168146,0.04638175159791862,0.046965675360311473,64.32158397158426,44.0,222.2151039265359,0.23157894736842108,4.4,2.3263157894736843,0.7236981837359311,8.0,0.2857142857142857,0.00400514343442044,0.09136254708538531,0.11332893371686531,0.0036450661095352287,0.06614613065643474,0.08170841347525942,0.08837856227444937,0.09253646973515715,66.57930402930428,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,2.4545454545454546,0.6369457500082744,-2.0,0.11428571428571432,-0.00029136189560452757,-0.05026660857405689,-0.025924606347956514,-0.0008223917680167383,-0.01003486189265912,-0.02823906124357796,-0.04199681067653075,-0.04557079437484568,-2.2577200577200216,-8.0,-47.00885059333905,0.026045350530476435,-0.1217391304347819,-0.12822966507177025,0.08675243372765673
P9,0,574,784,6.0,0.4,0.003659495257880807,0.0414865386283131,0.08631729056510729,0.0028322912550797887,0.055996485638550045,0.04858718596918174,0.03729512814607548,0.049984875102718755,64.2697302697306,44.0,222.1491309652134,0.23157894736842108,4.4,2.331578947368421,0.6795246414067007,8.0,0.2857142857142857,0.00400514343442044,0.09136254708538531,0.11332893371686531,0.0036450661095352287,0.06614613065643474,0.08170841347525942,0.08837856227444937,0.09253646973515715,66.57930402930428,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,2.4545454545454546,0.6369457500082744,-2.0,0.11428571428571432,-0.0003456481765396328,-0.04987600845707221,-0.027011643151758025,-0.00081277485445544,-0.010149645017884693,-0.03312122750607768,-0.05108343412837389,-0.0425515946324384,-2.3095737595736807,-8.0,-47.07482355466155,0.026045350530476435,-0.1217391304347819,-0.12296650717703361,0.0425788913984263
P9,0,574,835,6.0,0.4,0.003684467341103276,0.0303216030184923,0.08843728337546683,0.0028219545269786237,0.056346048570715034,0.05220438115071817,0.04213907938974362,0.030213540663518647,63.44126151626187,44.0,222.11212243535692,0.23157894736842108,4.4,2.336842105263158,0.6905023472053659,8.0,0.2857142857142857,0.00400514343442044,0.09136254708538531,0.11332893371686531,0.0036450661095352287,0.06614613065643474,0.08170841347525942,0.08837856227444937,0.09253646973515715,66.57930402930428,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,2.4545454545454546,0.6369457500082744,-2.0,0.11428571428571432,-0.00032067609331716367,-0.06104094406689301,-0.02489165034139848,-0.000823111582556605,-0.009800082085719704,-0.029504032324541254,-0.04623948288470575,-0.06232292907163851,-3.1380425130424143,-8.0,-47.11183208451803,0.026045350530476435,-0.1217391304347819,-0.11770334928229653,0.05355659719709149
P9,0,574,902,7.0,0.3333333333333333,0.0038850038768514354,0.08204533292054224,0.10118996992112819,0.003222202654230474,0.06168517997979412,0.07147363384105784,0.08371693523293668,0.08158461732197318,65.90259185259207,49.0,251.37104655209217,0.2121212121212121,4.454545454545454,2.4242424242424243,0.6224795704381021,8.0,0.2857142857142857,0.00400514343442044,0.09136254708538531,0.11332893371686531,0.0036450661095352287,0.06614613065643474,0.08170841347525942,0.08837856227444937,0.09253646973515715,66.57930402930428,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,2.4545454545454546,0.6369457500082744,-1.0,0.047619047619047616,-0.00012013955756900443,-0.009317214164843074,-0.012138963795737118,-0.0004228634553047547,-0.004460950676640617,-0.01023477963420158,-0.004661627041512698,-0.010951852413183971,-0.6767121767122148,-3.0,-17.852907967782784,0.006587615283267456,-0.06719367588932812,-0.030303030303030276,-0.014466179570172266
P9,0,574,904,5.0,0.5,0.0035515498318395397,0.015181250403141631,0.08083868800105061,0.0023918368798329336,0.05232719796920943,0.04466890083107841,0.03653714614081406,0.013141896305682669,62.303188478188815,43.0,214.91930433665578,0.2263157894736842,4.3,2.331578947368421,0.7104096886374008,8.0,0.2857142857142857,0.00400514343442044,0.09136254708538531,0.11332893371686531,0.0036450661095352287,0.06614613065643474,0.08170841347525942,0.08837856227444937,0.09253646973515715,66.57930402930428,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,2.4545454545454546,0.6369457500082744,-3.0,0.2142857142857143,-0.0004535936025809001,-0.07618129668224369,-0.0324902457158147,-0.0012532292297022952,-0.01381893268722531,-0.03703951264418101,-0.05184141613363531,-0.07939457342947448,-4.276115551115467,-9.0,-54.30465018321917,0.02078219263573955,-0.22173913043478244,-0.12296650717703361,0.07346393862912648
P9,0,574,1001,5.0,0.5,0.0035171584792320167,0.018224887900517947,0.07812224969011072,0.0024131571861208652,0.05154688111589928,0.03852051584220635,0.029419676827329024,0.015305582692718846,61.97550505050543,41.0,206.30512206602108,0.23976608187134504,4.315789473684211,2.2690058479532165,0.6917202928805952,8.0,0.2857142857142857,0.00400514343442044,0.09136254708538531,0.11332893371686531,0.0036450661095352287,0.06614613065643474,0.08170841347525942,0.08837856227444937,0.09253646973515715,66.57930402930428,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,2.4545454545454546,0.6369457500082744,-3.0,0.2142857142857143,-0.00048798495518842305,-0.07313765918486737,-0.03520668402675459,-0.0012319089234143635,-0.014599249540535458,-0.04318789763305307,-0.05895888544712035,-0.0772308870424383,-4.603798978798849,-11.0,-62.91883245385387,0.0342324850334004,-0.20594965675057164,-0.18553960659223812,0.054774542872320864
P9,0,611,617,4.0,0.6666666666666666,0.0031214753221124806,0.0008965824711101417,0.04138489233622213,0.0020181451637233624,0.0458370981816852,0.02502388311131961,0.010249261735527471,0.0011156227004353724,56.69330808080852,34.0,169.6974147960166,0.2833333333333333,4.25,2.075,0.8763813549648629,6.0,0.4,0.0034960267577405385,0.020557890935759573,0.05478082665938385,0.002858078662101729,0.05558177330192201,0.04644917891701935,0.030766338891239246,0.021387279805452776,59.83497890997924,42.0,216.20438599177237,0.2456140350877193,4.421052631578948,2.257309941520468,0.7926697164282533,-2.0,0.2666666666666666,-0.0003745514356280578,-0.019661308464649432,-0.013395934323161718,-0.0008399334983783665,-0.009744675120236808,-0.02142529580569974,-0.020517077155711775,-0.020271657105017403,-3.141670829170721,-8.0,-46.50697119575577,0.037719298245614014,-0.1710526315789478,-0.18230994152046787,0.08371163853660957
P9,0,611,866,5.0,0.5,0.0033271867643276756,0.01738969615171288,0.044723929739160284,0.0024261868445298344,0.05207456874860371,0.040208031269264935,0.028852919331631224,0.017333922587501275,58.43540071040107,44.0,225.67153368885766,0.23157894736842108,4.4,2.305263157894737,0.7364928358396068,6.0,0.4,0.0034960267577405385,0.020557890935759573,0.05478082665938385,0.002858078662101729,0.05558177330192201,0.04644917891701935,0.030766338891239246,0.021387279805452776,59.83497890997924,42.0,216.20438599177237,0.2456140350877193,4.421052631578948,2.257309941520468,0.7926697164282533,-1.0,0.09999999999999998,-0.00016883999341286288,-0.0031681947840466913,-0.010056896920223567,-0.0004318918175718945,-0.0035072045533183008,-0.006241147647754415,-0.0019134195596080227,-0.004053357217951501,-1.3995781995781726,2.0,9.467147697085295,-0.014035087719298234,-0.021052631578947434,0.04795321637426886,-0.05617688058864656
