,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,3.47,50.69,82.28,0.554,0.0,49.56,0.0,0.5084
split 1,2.13,50.43,82.48,0.5452,6.12,50.56,60.43,0.5037
split 2,0.0,50.0,0.0,0.5553,0.0,50.0,0.0,0.5298
split 3,0.0,50.0,0.0,0.548,0.0,50.0,0.0,0.5007
split 4,0.0,50.0,0.0,0.5449,0.0,50.0,0.0,0.5459
split 5,0.0,50.0,0.0,0.5436,0.0,50.0,0.0,0.5174
mean,0.93,50.19,27.46,0.5485,1.02,50.02,10.07,0.5177
std,1.37,0.28,38.83,0.0045,2.28,0.29,22.52,0.0159
test mean,0.0,50.00000000000001,0.0,0.5281206352137497,0.0,50.0,0.0,0.4693900590604671
test std,0.0,1.2089121657132305e-14,0.0,0.08358188452121178,0.0,1.5485919901226005e-14,0.0,0.06906911688395045
