Label, Parent Label
15360,14121
15872,13861
15488,14206
16000,14370
15936,14247
15392,14164
16032,14053
15776,13950
15968,14100
15712,13925
16096,14355
15840,13891
15328,13992
15888,14246
15504,14205
16016,14361
15952,14131
15696,14290
15824,14446
15920,14425
15536,14200
15472,14418
14960,14231
14704,14335
15216,14242
15600,14183
16112,16089
15856,13876
14600,14204
16008,14195
15240,13930
15944,14109
15688,14072
15560,14152
14792,13908
15816,14371
15400,14061
16040,14217
15976,13982
15720,14077
15848,14344
15336,13898
15640,14046
15128,13963
15768,13889
15256,13869
15448,14480
14680,14287
16088,14536
14904,14187
15928,14247
15672,13932
15288,14185
15480,14279
15992,14038
14712,14096
15736,13977
15364,13972
15620,13947
15492,14002
16004,13934
15428,14104
14660,14220
15300,14058
15396,14172
15524,14205
14756,13958
15780,14326
15268,14488
15460,14107
15972,13897
14692,14073
15588,14238
16100,14506
15844,14343
15332,14279
15636,14366
16020,14151
15444,14179
15828,14446
15412,14168
15924,13936
15668,14289
15540,14004
15732,14494
15500,14409
15756,13869
15244,14317
14924,14381
15692,14287
15564,14228
15820,14369
14636,14056
15660,14065
15276,14480
14700,14085
15724,14318
15596,14051
16108,16088
15852,13991
15452,14384
15964,14420
15580,14426
16092,14058
15836,14537
15420,14168
15676,14242
15548,14380
15036,14228
15292,13865
15996,14045
15740,14079
15612,13906
15490,14536
16002,14345
15746,14504
15426,14104
15938,14397
14530,14307
14786,14164
15810,14031
15298,14261
15906,14080
15650,14283
14754,14098
15778,13868
15266,13957
15970,14088
15714,14314
15074,13862
16098,14492
15842,13891
15378,13908
15506,14092
16018,14018
15762,14493
15250,14085
15442,14416
15698,14123
15826,14276
15314,14098
15538,14004
15026,13860
16050,14421
15282,14038
15986,14485
15218,13970
15602,14268
16114,16090
15858,14353
14858,13850
14602,14386
16010,14375
15242,14264
15434,14180
15690,14073
14794,14257
15818,14372
15306,14261
15402,14479
15530,13882
15018,14226
15978,14354
15722,14328
15338,13872
15386,14170
15962,14417
14554,14172
15578,14380
16090,14084
15834,14279
15322,14535
15930,14134
15994,14251
14586,14384
15366,14342
16006,13977
15750,13957
15686,13963
15558,14152
15814,13861
15782,14094
14950,14378
15590,14231
16102,14409
15846,14343
16022,14031
15766,14326
15254,14095
15830,14445
15414,14410
15030,14534
15286,14159
15990,14244
14710,13992
15886,14246
15438,14544
15566,14127
15822,14057
15310,14097
15406,14076
15662,14365
15534,14219
15022,14386
16046,14427
15278,14338
16110,16087
15854,13873
15902,14318
15518,14385
16030,14053
15966,14088
15710,14313
16094,13866
15422,13851
14910,14417
15934,14399
15678,14221
15038,14127
15486,14186
15998,13942
15230,13976
15361,13901
15617,14265
15489,14112
16001,14345
15425,13995
15937,14092
14657,13955
15553,14227
14785,14478
15809,14226
15297,14258
15393,14121
15649,13947
15521,14216
15777,13979
15969,13897
15713,14304
15377,14478
15761,14430
15249,13979
15953,14131
15569,13974
15825,14276
15921,14425
15665,14283
15537,14036
15281,14230
15473,14200
14705,14257
15217,14220
15601,14043
16113,16090
15857,13876
15625,13939
15497,13914
16009,14375
15241,13958
14793,13851
15817,14372
15401,14342
15913,14397
15529,14338
16041,14217
15273,14418
15977,13982
15721,14077
16105,14506
15849,14544
15641,14047
15001,13974
15961,14420
14553,14488
15577,14051
16089,13970
15833,14279
15929,14346
15993,13942
15609,14159
15865,13866
16005,13950
15749,14493
15685,14304
15653,14399
15525,14219
15781,14094
15717,14072
15589,14036
15893,14290
15637,14367
15125,13939
15509,14200
16021,14151
15765,14335
15445,14188
15317,14353
15413,14170
15669,14047
15797,14035
15285,14485
15605,14185
15117,14289
15501,14107
15949,14344
15693,14535
15565,14230
14797,14534
15821,14057
15917,14430
16045,14427
15469,14187
15981,13982
15597,14369
16109,16087
14829,14479
15853,13873
15645,14065
15773,14504
15261,14096
15965,14000
15581,13934
16093,14408
15421,14170
15933,14398
15165,13966
15293,14079
15485,14204
15997,14045
15613,13906
14851,16086
15619,14367
15491,14112
16003,14370
15747,14258
15939,14397
15683,14071
15299,14123
15907,14080
15651,14346
15011,14273
15971,14100
15715,14314
15587,14238
16099,14492
15843,14343
15331,13972
15507,14199
16019,14018
15443,14186
15955,14399
15827,14365
15411,14389
15923,13936
15539,14231
16051,14421
15795,14339
15987,14484
15603,13862
16115,16089
15883,14035
15115,13955
15499,14216
15243,13868
15435,14180
15819,14366
15403,13850
15531,13914
15275,14188
15979,14355
15723,14317
14827,14488
15851,13991
15899,14299
15643,13925
15963,14416
15707,13865
15195,14299
16091,14084
15835,14537
15419,14388
14907,14179
15931,14134
15675,13932
15547,14426
14587,14378
15367,16086
15879,14227
15495,13882
16007,14195
15943,14109
14535,14076
15559,14043
15655,14046
15015,14385
16039,14371
15783,13889
15463,14273
15591,14410
16103,14408
14823,14307
15639,14183
15767,14328
15255,14264
15447,14200
15703,13966
15575,14265
16087,14536
15831,14445
14903,14388
15927,14247
15671,13930
15799,14038
15991,14244
15735,13976
15351,13898
15887,14251
15119,14047
16015,14361
15247,14494
15823,14056
15311,14097
15407,13872
14511,14339
15535,14206
14767,13901
15279,14484
15471,14061
15983,14000
14575,14389
15087,14268
16111,16088
15519,14381
16031,14053
15455,14002
15711,14313
15583,14536
16095,14354
15327,14095
15423,13995
14911,14199
15935,14398
14655,14071
15679,14221
15999,13860
