,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5503,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5387
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5505,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5643
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5529,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5382
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5509,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5374
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5549,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5104
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5502,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5388
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5516,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5379999999999999
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156
test mean,16.66666666666667,50.00000000000001,0.0,0.0,33.33333333333333,11.111111111111112,33.33333333333334,0.0,0.0,0.5552481371593562,16.66666666666666,49.99999999999998,0.0,0.0,33.33333333333333,11.111111111111104,33.333333333333314,0.0,0.0,0.5198162617660463
test std,1.5888218580782548e-14,4.502727578266337e-14,0.0,0.0,3.992905469012103e-15,1.3129617941444331e-14,4.016129876151776e-14,0.0,0.0,0.04014863228381491,1.3759600911837627e-14,3.875553074776304e-14,0.0,0.0,2.5121479338940403e-15,1.1749496091904412e-14,3.4536324191989076e-14,0.0,0.0,0.04001207890956307
