,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,84.44,83.9,81.74,0.9088,47.69,62.96,81.13,0.8232
split 1,83.02,82.63,81.21,0.9064,81.04,76.61,68.13,0.8972
split 2,83.04,82.62,81.08,0.909,70.55,73.25,78.48,0.8246
split 3,62.27,67.2,73.3,0.7431,71.18,68.96,66.43,0.7583
split 4,81.46,80.81,78.79,0.8902,76.67,76.54,76.26,0.8477
split 5,81.11,80.79,79.78,0.8874,79.4,78.11,74.98,0.8691
mean,79.22,79.66,79.31,0.8741,71.09,72.74,74.23,0.8367
std,7.66,5.68,2.87,0.0593,11.16,5.3,5.3,0.0434
