,F1,Acc,precision,Auc
train tissue 0,77.97833935018052,80.44871794871794,89.25619834710743,0.9508547008547009
train tissue 1,57.187017001545605,65.97051597051598,77.08333333333334,0.8722358722358721
train tissue 2,82.72727272727273,80.51282051282053,74.2857142857143,0.8943589743589744
train tissue 3,92.95774647887323,93.42105263157893,100.0,0.9787775891341257
train tissue 4,77.75061124694372,72.5283018867925,65.33127889060087,0.84
train tissue 5,94.33962264150945,94.0,89.28571428571429,0.96
train tissue 6,86.62420382165608,84.55882352941177,76.4044943820225,0.9529411764705882
train tissue 7,75.25423728813558,74.65277777777779,73.50993377483442,0.7777777777777777
train tissue 8,71.85929648241202,70.05347593582889,67.77251184834121,0.7629233511586452
train tissue 9,86.05287146763901,84.44067796610167,77.97356828193833,0.9376271186440678
train tissue 10,72.7986539540101,77.16572504708098,90.0138696255201,0.916195856873823
train tissue 11,84.76658476658478,85.23809523809524,87.56345177664977,0.9178571428571429
train tissue 12,85.71428571428574,83.33333333333334,75.00000000000003,0.9191919191919192
train tissue 13,91.60305343511449,90.83333333333336,84.5070422535211,0.986904761904762
train tissue 14,73.46938775510203,75.92592592592592,81.81818181818183,0.8930041152263373
train tissue 15,84.72775564409032,85.83743842364531,91.9308357348703,0.9365763546798029
train tissue 16,80.49605411499438,79.40476190476191,76.44539614561032,0.919047619047619
train tissue 17,86.66666666666669,84.61538461538461,76.47058823529413,0.9792307692307691
train tissue 18,85.26379624014557,85.4665071770335,86.46986469864702,0.9216507177033494
train mean,81.48618193669274,81.49514048200736,81.11168303778427,0.9114292535447513
train std,8.63637335972033,7.330370759380955,8.671845549253208,0.0603749245274058
test tissue 0,64.70405949798577,73.46225535880707,96.57724329324698,0.9054054054054056
test tissue 1,85.38116591928254,86.68300653594771,94.63220675944333,0.9754901960784312
test tissue 2,35.65217391304347,59.891598915989164,90.10989010989012,0.9444444444444444
test tissue 3,0.0,50.000000000000036,0.0,0.8941176470588236
test tissue 4,71.12462006079028,73.6111111111111,78.52348993288591,0.8466666666666666
test tissue 5,72.23587223587225,65.40816326530611,60.328317373461026,0.8704081632653063
test tissue 6,91.66666666666666,90.90909090909092,84.61538461538461,0.987012987012987
test tissue 7,74.09753008233061,77.52747252747257,87.44394618834082,0.886813186813187
test mean,61.85776104699645,72.18658732796558,74.0288097840816,0.9137948370931565
test std,28.076970230402,12.660067100592773,29.94107700232163,0.047011689747027574
