,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5525,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5374
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5476,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5588
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5491,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5519
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5482,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5356
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5524,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5299
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.55,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5468
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.55,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5434
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
test mean,16.66666666666666,50.0,0.0,0.0,33.33333333333333,11.111111111111109,33.333333333333314,0.0,0.0,0.5487786501398452,16.666666666666675,50.00000000000003,0.0,0.0,33.33333333333333,11.11111111111112,33.33333333333335,0.0,0.0,0.5300810201733392
test std,1.703821625409574e-14,5.061181597450995e-14,0.0,0.0,5.154818794821463e-15,1.5056351243362777e-14,4.607727562383462e-14,0.0,0.0,0.0321562054534981,1.5280799322856756e-14,4.479801494354693e-14,0.0,0.0,7.944109290391274e-15,1.2886241521445382e-14,3.9641025758679043e-14,0.0,0.0,0.03266677594810933
