,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4984,0.0,50.0,0.0,0.5354
split 1,0.0,50.0,0.0,0.5149,0.0,50.0,0.0,0.4657
split 2,0.0,50.0,0.0,0.4897,0.0,50.0,0.0,0.5023
split 3,0.0,50.0,0.0,0.4887,0.0,50.0,0.0,0.4999
split 4,0.0,50.0,0.0,0.5073,0.0,50.0,0.0,0.5125
split 5,0.0,50.0,0.0,0.4963,0.0,50.0,0.0,0.4624
mean,0.0,50.0,0.0,0.4992,0.0,50.0,0.0,0.4964
std,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0256
test mean,0.0,50.0,0.0,0.5114013909093815,0.0,50.00000000000001,0.0,0.5066849821865813
test std,0.0,1.755668018067076e-14,0.0,0.06774032927648233,0.0,2.5618982671915014e-14,0.0,0.055963152320737744
