,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,25.8,50.8,4.04,22.54,36.57,47.04,34.96,58.21,47.96,0.5975,17.31,49.81,0.0,2.12,33.33,23.44,33.29,0.0,37.04,0.5218
split 1,27.54,49.75,1.05,31.82,36.82,43.67,35.21,52.64,43.16,0.5898,22.79,52.97,0.0,15.4,35.38,21.23,36.67,0.0,27.01,0.5523
split 2,31.33,47.42,5.66,40.91,37.88,40.98,35.65,45.22,42.06,0.5995,28.1,44.26,2.53,37.52,34.29,30.04,35.61,21.26,33.25,0.5217
split 3,33.63,49.36,11.95,39.57,39.24,43.46,37.03,50.8,42.57,0.6052,26.2,42.55,4.54,31.51,31.74,27.31,31.76,14.2,35.96,0.515
split 4,29.86,50.59,1.86,37.13,38.55,44.04,36.27,49.86,45.99,0.6014,21.53,47.91,4.65,12.02,32.61,52.52,32.99,100.0,24.58,0.51
split 5,31.94,50.69,4.01,41.13,39.66,45.62,37.38,54.9,44.58,0.5981,20.8,42.8,0.0,19.59,29.31,18.51,30.47,0.0,25.05,0.5023
mean,30.02,49.77,4.76,35.52,38.12,44.14,36.08,51.94,44.39,0.5986,22.79,46.72,1.95,19.69,32.78,28.84,33.46,22.58,30.48,0.5205
std,2.66,1.17,3.55,6.6,1.15,1.88,0.9,4.07,2.06,0.0047,3.55,3.85,2.07,11.86,1.94,11.24,2.12,35.58,5.12,0.0157
test mean,28.02926427492476,49.57109804693544,2.734043731568532,31.78265104627032,37.342021004766956,31.332692298876083,35.85891671279908,17.38466339792595,40.75449678590322,0.5913918426459276,22.39994141683468,42.56660707652831,3.607209254286304,21.026007919689423,30.92288979803307,21.990520267266838,31.398004236726894,9.145962732919253,25.42759383215437,0.5187743046864022
test std,5.471577322023728,3.7244215641330656,6.935697529061658,12.714244608693956,3.6455033960138206,12.476623294072642,2.668341816781595,35.055368934113154,10.989879922735183,0.039217876081771075,3.0593752827320126,6.794937391003405,6.678750617916761,10.91931504449837,1.557813872747541,5.949210164826713,2.7770230312645117,17.493922790317004,5.527998578084732,0.03319989824233337
