,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,36.12,50.89,24.17,33.29,40.29,43.52,37.67,47.4,45.5,0.6116,28.81,43.51,19.26,23.64,32.67,32.88,32.42,32.44,33.78,0.5336
split 1,35.06,50.14,18.07,36.98,39.81,42.97,37.13,45.98,45.8,0.6002,27.53,50.15,11.73,20.7,34.45,31.69,36.58,30.33,28.15,0.539
split 2,37.31,49.99,22.75,39.2,40.83,43.78,38.22,49.36,43.77,0.6049,32.38,44.29,21.79,31.06,34.6,34.0,35.38,31.9,34.74,0.5369
split 3,27.68,51.69,3.49,27.87,37.57,46.47,36.19,59.76,43.46,0.5981,20.21,50.36,2.82,7.46,33.45,27.04,34.33,22.61,24.19,0.4977
split 4,33.91,51.3,17.55,32.89,39.59,43.5,37.3,48.24,44.95,0.6029,20.46,49.48,2.18,9.71,32.32,22.74,34.18,11.49,22.54,0.5249
split 5,38.97,50.01,27.51,39.38,41.46,43.03,39.04,45.15,44.92,0.6156,26.52,37.99,21.63,19.94,27.93,26.69,31.75,24.3,24.03,0.4673
mean,34.84,50.67,18.92,34.93,39.92,43.88,37.59,49.32,44.73,0.6056,25.98,45.96,13.24,18.75,32.57,29.17,34.11,25.51,27.9,0.5166
std,3.58,0.67,7.71,4.06,1.22,1.19,0.89,4.87,0.85,0.0062,4.38,4.5,8.3,8.06,2.24,3.99,1.64,7.29,4.81,0.026
test mean,30.118188242825063,51.00325950653888,10.51668595471708,28.834619267219246,38.34090455124802,35.56055268999255,37.07663830753392,29.51155939290953,40.09346036953421,0.5963049382289798,26.699812338461548,46.56110371974631,12.358548018792721,21.179785276845607,34.31834919068726,29.873483871810855,34.39115279292451,22.776433052600762,32.4528657699073,0.5279479334269261
test std,6.990657234228673,4.58278557512822,11.089520875376557,14.52646062864972,4.183165334835842,10.123767074206272,3.7532821762014055,22.6377642881771,17.326854814345367,0.04189594227752232,6.320196132065735,5.38302612828469,13.62565194527536,11.338470474040555,3.8615928570606264,10.085208199899231,2.68643613311764,19.04421730026758,14.2656879271822,0.05049123379781836
