,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5496,0.0,50.0,0.0,0.5208
split 1,0.0,50.0,0.0,0.5458,0.0,50.0,0.0,0.5711
split 2,0.0,50.0,0.0,0.5183,0.0,50.0,0.0,0.5051
split 3,0.0,50.0,0.0,0.5558,0.0,50.0,0.0,0.5144
split 4,0.0,50.0,0.0,0.5339,0.0,50.0,0.0,0.491
split 5,0.0,50.0,0.0,0.5477,0.0,50.0,0.0,0.4422
mean,0.0,50.0,0.0,0.5419,0.0,50.0,0.0,0.5074
std,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0383
test mean,0.0,50.0,0.0,0.5168846088056573,0.0,50.0,0.0,0.48579367080751945
test std,0.0,1.5635339543114833e-14,0.0,0.07211405659084408,0.0,1.896630097780749e-14,0.0,0.06843829507335367
