,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5618,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5112
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5555,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.511
split 2,24.03,49.07,0.0,23.02,34.73,24.36,34.04,0.0,39.05,0.5504,24.02,45.04,0.0,27.02,32.38,21.59,32.38,0.0,32.4,0.5716
split 3,24.2,48.04,0.0,24.57,34.16,23.46,33.63,0.0,36.75,0.5581,19.94,48.64,0.0,11.17,33.2,23.55,32.93,0.0,37.73,0.5334
split 4,25.31,48.38,0.0,27.56,35.01,24.58,33.99,0.0,39.75,0.5582,19.6,47.57,0.0,11.24,32.38,22.01,32.28,0.0,33.76,0.5511
split 5,25.18,48.03,0.0,27.53,34.75,24.28,33.79,0.0,39.06,0.5566,23.01,49.53,0.0,19.5,34.55,24.09,34.09,0.0,38.19,0.5522
mean,22.01,48.92,0.0,17.11,34.22,19.82,33.69,0.0,25.77,0.5568,19.98,48.46,0.0,11.49,33.2,18.91,33.06,0.0,23.68,0.5384
std,3.81,0.84,0.0,12.21,0.68,6.17,0.28,0.0,18.24,0.0035,2.82,1.75,0.0,9.74,0.73,5.58,0.62,0.0,16.87,0.0222
test mean,16.605616605616607,49.81684981684982,0.0,0.0,33.17460317460318,11.074621419449006,33.223864258347014,0.0,0.0,0.5596302090386385,16.666666666666664,49.999999999999986,0.0,0.0,33.33333333333332,11.111111111111109,33.33333333333333,0.0,0.0,0.5514306299127871
test std,0.2730241730768965,0.8190725192306892,0.0,0.0,0.7098628499999317,0.16318686206894895,0.48956058620684634,0.0,0.0,0.04888072407122781,1.854570987253821e-14,5.3053328923155897e-14,0.0,0.0,9.39959687352353e-15,1.6816855666911478e-14,5.0117193878186174e-14,0.0,0.0,0.022586448133321307
