,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.582,0.0,50.0,0.0,0.5235
split 1,0.0,50.0,0.0,0.6004,0.0,50.0,0.0,0.498
split 2,0.0,50.0,0.0,0.6034,0.0,50.0,0.0,0.4673
split 3,0.0,50.0,0.0,0.6007,0.0,50.0,0.0,0.5017
split 4,0.0,50.0,0.0,0.5845,0.0,50.0,0.0,0.5431
split 5,0.0,50.0,0.0,0.5983,0.0,50.0,0.0,0.5038
mean,0.0,50.0,0.0,0.5949,0.0,50.0,0.0,0.5062
std,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0233
test mean,0.0,50.0,0.0,0.583047389638333,0.0,50.00000000000001,0.0,0.5038131684245275
test std,0.0,1.597162187604841e-14,0.0,0.05551145622504903,0.0,1.4862067603866e-14,0.0,0.10331747843426432
