,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,44.47,52.3,35.42,45.68,46.11,48.95,42.11,56.69,48.03,0.6447,25.6,48.83,8.08,19.89,34.21,33.91,34.46,34.57,32.71,0.5493
split 1,41.66,51.05,31.16,42.78,43.92,47.68,39.97,56.61,46.46,0.6399,30.58,37.52,18.1,36.11,32.13,31.11,32.96,26.93,33.45,0.4672
split 2,44.33,50.62,40.55,41.83,45.26,47.19,41.33,53.54,46.71,0.645,31.02,41.29,33.07,18.7,32.68,31.39,35.17,32.58,26.41,0.4863
split 3,42.92,52.32,38.02,38.43,44.69,46.93,41.09,51.59,48.12,0.6442,33.31,35.7,27.68,36.56,33.83,34.12,34.34,35.39,32.61,0.5042
split 4,44.17,51.27,40.84,40.41,45.37,47.69,40.94,53.03,49.1,0.6389,32.98,44.64,30.5,23.8,34.74,34.25,36.95,31.35,34.45,0.5107
split 5,39.57,50.03,29.75,38.91,41.93,44.31,38.8,48.49,45.65,0.6321,26.1,48.94,12.19,17.18,33.97,32.17,34.81,30.84,30.85,0.5354
mean,42.85,51.27,35.96,41.34,44.55,47.13,40.71,53.32,47.35,0.6408,29.93,42.82,21.6,25.37,33.59,32.82,34.78,31.94,31.75,0.5088
std,1.77,0.83,4.3,2.46,1.35,1.41,1.06,2.85,1.17,0.0046,3.05,5.13,9.41,8.01,0.9,1.31,1.19,2.77,2.62,0.0277
test mean,39.40159777226144,46.79381260647537,32.860247283040934,38.55073342726801,42.01171302032917,44.556453097653,39.73144598185442,49.68574595467398,44.25216735643056,0.6200033202965058,30.252093241965266,39.102425167437886,19.563662709677946,32.090191848779966,32.940441098470004,32.48229000942307,31.636951495828782,30.44913210042423,35.360786432016184,0.5294531115918166
test std,5.667559306152555,10.842334261707311,10.649433671650726,10.396976195281454,4.75580390482576,6.127434927283509,4.74036227538631,13.406280650910194,9.354123214518888,0.03703981584509387,5.028025610705361,5.364494176141462,14.199124069547953,7.172190138035587,4.492145163569601,5.313649183378902,3.9845079394478056,15.592667467458542,9.933515452382297,0.03378688636748153
