,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,35.02,44.76,29.33,30.97,36.41,36.45,36.73,38.14,34.47,0.5423,32.81,31.97,43.96,22.48,33.56,32.69,30.18,41.04,26.85,0.4765
split 1,33.89,41.49,48.31,11.89,38.89,40.13,40.0,37.88,42.5,0.5693,30.55,39.71,38.61,13.33,33.93,34.94,33.54,33.78,37.5,0.4879
split 2,32.46,38.25,45.26,13.88,36.51,37.07,38.37,35.35,37.5,0.5598,30.24,27.62,42.04,21.05,33.33,35.42,35.71,31.53,39.02,0.4983
split 3,35.27,47.62,23.51,34.67,38.43,41.85,36.6,50.92,38.02,0.5599,28.23,40.54,20.41,23.73,31.51,33.77,30.2,40.0,31.11,0.4788
split 4,23.23,51.27,8.85,9.58,35.9,46.44,34.77,52.38,52.17,0.5447,15.97,47.9,0.0,0.0,31.28,10.72,32.16,0.0,0.0,0.487
mean,31.98,44.68,31.05,20.2,37.23,40.39,37.29,42.93,40.93,0.5552,27.56,37.55,29.0,16.12,32.72,29.51,32.36,29.27,26.9,0.4857
std,4.48,4.55,14.51,10.46,1.2,3.62,1.77,7.2,6.18,0.0102,5.97,7.08,16.74,8.84,1.1,9.44,2.1,15.07,14.15,0.0077
