,F1,Acc,precision,Auc
train tissue 0,0.0,50.00000000000002,0.0,0.3913043478260871
train tissue 1,0.0,50.000000000000014,0.0,0.5187878787878789
train tissue 2,0.0,49.999999999999986,0.0,0.6144200626959248
train tissue 3,0.0,50.000000000000036,0.0,0.5452488687782808
train tissue 4,0.0,50.00000000000002,0.0,0.5604743083003954
train tissue 5,0.0,49.99999999999997,0.0,0.4999999999999999
train tissue 6,0.0,50.00000000000002,0.0,0.5861344537815127
train tissue 7,0.0,50.00000000000002,0.0,0.48167155425219976
train tissue 8,0.0,50.0,0.0,0.4883720930232558
train tissue 9,0.0,50.0,0.0,0.5612244897959183
train tissue 10,0.0,50.000000000000036,0.0,0.4321266968325793
train tissue 11,0.0,49.99999999999999,0.0,0.5254237288135598
train tissue 12,0.0,49.999999999999986,0.0,0.387755102040816
train tissue 13,0.0,50.000000000000014,0.0,0.5480682839173403
train tissue 14,0.0,50.00000000000002,0.0,0.48404255319148964
train tissue 15,0.0,50.000000000000014,0.0,0.5846153846153848
train tissue 16,0.0,50.000000000000014,0.0,0.46241134751773083
train tissue 17,0.0,49.999999999999986,0.0,0.5263157894736838
train tissue 18,0.0,49.999999999999986,0.0,0.41140109890109844
train mean,0.0,50.0,0.0,0.5057788443444808
train std,0.0,1.9561161980496004e-14,0.0,0.06468576807184279
test tissue 0,0.0,50.000000000000036,0.0,0.524453024453025
test tissue 1,0.0,50.000000000000014,0.0,0.47500000000000026
test tissue 2,0.0,50.000000000000014,0.0,0.57703081232493
test tissue 3,0.0,50.00000000000002,0.0,0.47586206896551725
test tissue 4,0.0,49.999999999999986,0.0,0.5344827586206895
test tissue 5,0.0,50.0,0.0,0.6679644048943265
test tissue 6,0.0,50.000000000000014,0.0,0.46369047619047676
test tissue 7,0.0,50.000000000000014,0.0,0.5007575757575757
test mean,0.0,50.00000000000001,0.0,0.5274051401508176
test std,0.0,1.464821375527116e-14,0.0,0.06368973613088828
