,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4837,0.0,50.0,0.0,0.4778
split 1,0.0,50.0,0.0,0.5205,0.0,50.0,0.0,0.4057
split 2,0.0,50.0,0.0,0.5041,0.0,50.0,0.0,0.5062
split 3,0.0,50.0,0.0,0.5161,0.0,50.0,0.0,0.5057
split 4,0.0,50.0,0.0,0.4914,0.0,50.0,0.0,0.5227
split 5,0.0,50.0,0.0,0.5167,0.0,50.0,0.0,0.504
mean,0.0,50.0,0.0,0.5054,0.0,50.0,0.0,0.487
std,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0387
test mean,0.0,50.0,0.0,0.523683770308616,0.0,50.0,0.0,0.4982004038396946
test std,0.0,1.2089121657132305e-14,0.0,0.07653931846502389,0.0,1.4210854715202004e-14,0.0,0.044982541392319435
