,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,20.59,50.71,6.75,4.31,34.8,46.94,34.14,47.97,58.7,0.6004,20.44,50.07,7.41,3.83,33.92,33.4,33.91,40.13,26.16,0.5566
split 1,20.63,50.4,8.14,3.36,34.71,49.18,33.92,54.02,59.6,0.5997,17.82,50.13,0.0,3.33,33.42,26.96,33.61,0.0,47.27,0.5184
split 2,19.95,50.27,7.58,2.0,34.45,47.16,33.78,58.06,49.65,0.604,17.55,50.05,2.6,0.0,33.6,28.52,33.44,52.11,0.0,0.5501
split 3,19.09,50.29,5.44,1.55,34.2,51.76,33.71,54.27,67.31,0.6012,16.97,49.37,0.0,1.54,32.69,28.9,33.07,0.0,53.62,0.5344
split 4,18.76,50.01,2.53,3.75,33.9,45.85,33.52,52.16,51.87,0.5995,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5224
split 5,23.59,50.59,16.97,3.2,35.64,47.23,34.48,47.1,60.11,0.599,19.51,49.2,7.16,2.16,33.01,30.07,33.34,27.77,29.08,0.5525
mean,20.44,50.38,7.9,3.03,34.62,48.02,33.93,52.26,57.87,0.6006,18.16,49.8,2.86,1.81,33.33,26.49,33.45,20.0,26.02,0.5391
std,1.57,0.23,4.45,0.96,0.55,1.94,0.31,3.78,5.79,0.0017,1.36,0.37,3.26,1.48,0.39,7.16,0.26,21.2,20.72,0.0149
test mean,18.860239733285994,50.12035396864332,2.940767770188666,3.519597461025972,34.05496405198225,24.324126140146102,33.63561060732297,20.391271104107254,18.945496709008086,0.5904287759777234,19.068336666676057,49.1759114576567,6.668804424724413,1.3602941176470593,33.641731565582134,25.079975523575825,33.32804423300086,16.9118823377266,25.0,0.5132361477670693
test std,2.944487549639314,0.6986824742476164,5.069254219451809,8.063137687952768,1.4639464243561588,16.785837257849714,0.49547261158203215,31.873935469123477,33.76634529642405,0.0425680741891878,2.9320761639897617,2.439760403592594,11.357512672883312,2.366402212022662,0.9597885856864816,13.470915780955423,0.633702474354255,24.15271769850674,43.30127018922193,0.03575392363056503
