,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.621,0.0,50.0,0.0,0.5591
split 1,0.0,50.0,0.0,0.6101,0.0,50.0,0.0,0.5366
split 2,0.0,50.0,0.0,0.598,0.0,50.0,0.0,0.5327
split 3,0.0,50.0,0.0,0.5981,0.0,50.0,0.0,0.5427
split 4,0.0,50.0,0.0,0.6195,0.0,50.0,0.0,0.4607
split 5,0.0,50.0,0.0,0.6323,0.0,50.0,0.0,0.45
mean,0.0,50.0,0.0,0.6132,0.0,50.0,0.0,0.5136
std,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0421
test mean,0.0,50.0,0.0,0.5858063001407567,0.0,50.00000000000001,0.0,0.45676393268923077
test std,0.0,1.70187105622355e-14,0.0,0.09230139449263533,0.0,8.331852114593072e-15,0.0,0.07871180736062071
