,F1,Acc,precision,Auc
test tissue 0,92.85714285714286,92.85714285714286,92.85714285714286,0.979591836734694
test tissue 1,79.35368043087972,75.84033613445378,69.27899686520377,0.8151260504201681
test tissue 2,91.8918918918919,92.5,100.0,0.91875
test tissue 3,64.28571428571428,72.22222222222221,89.99999999999999,0.8657407407407407
test tissue 4,58.021978021978015,58.11403508771929,58.14977973568283,0.6885964912280701
test tissue 5,87.9310344827586,88.33333333333334,91.07142857142856,0.9125
test tissue 6,59.25925925925927,71.05263157894736,100.0,0.9659442724458205
test tissue 7,22.22222222222222,56.25000000000002,100.0,0.9046052631578948
test mean,69.47786543148085,75.89621265172737,87.66966850368226,0.8813568318409234
test std,22.31238972559548,13.49621240632506,14.618755791900123,0.08767889884634433
