,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6117,0.0,50.0,0.0,0.4851
split 1,0.0,50.0,0.0,0.5965,0.0,50.0,0.0,0.5265
split 2,0.0,50.0,0.0,0.626,0.0,50.0,0.0,0.48
split 3,0.0,50.0,0.0,0.5961,0.0,50.0,0.0,0.5322
split 4,0.0,50.0,0.0,0.5972,0.0,50.0,0.0,0.5256
split 5,0.0,50.0,0.0,0.6026,0.0,50.0,0.0,0.4324
mean,0.0,50.0,0.0,0.605,0.0,50.0,0.0,0.497
std,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0354
test mean,0.0,50.0,0.0,0.6004990554715428,0.0,50.00000000000001,0.0,0.49879069405744647
test std,0.0,1.6219258688167645e-14,0.0,0.062153740748859154,0.0,1.6085595323533783e-14,0.0,0.059599203736643694
