,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5099,0.0,50.0,0.0,0.5338
split 1,0.0,50.0,0.0,0.4851,0.0,50.0,0.0,0.4931
split 2,0.0,50.0,0.0,0.4742,0.0,50.0,0.0,0.5226
split 3,0.0,50.0,0.0,0.4778,0.0,50.0,0.0,0.5091
split 4,0.0,50.0,0.0,0.4908,0.0,50.0,0.0,0.4369
split 5,0.0,50.0,0.0,0.5094,0.0,50.0,0.0,0.5478
mean,0.0,50.0,0.0,0.4912,0.0,50.0,0.0,0.5072
std,0.0,0.0,0.0,0.0141,0.0,0.0,0.0,0.0359
test mean,0.0,50.00000000000001,0.0,0.505427553004184,0.0,50.00000000000001,0.0,0.4238112284504195
test std,0.0,1.3540601241132825e-14,0.0,0.06158935515277188,0.0,1.8630587706705476e-14,0.0,0.09057388067291684
