,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5888,0.0,50.0,0.0,0.4703
split 1,0.0,50.0,0.0,0.6042,0.0,50.0,0.0,0.4501
split 2,0.0,50.0,0.0,0.5957,0.0,50.0,0.0,0.4475
split 3,0.0,50.0,0.0,0.5944,0.0,50.0,0.0,0.4986
split 4,0.0,50.0,0.0,0.6005,0.0,50.0,0.0,0.52
split 5,0.0,50.0,0.0,0.5934,0.0,50.0,0.0,0.4854
mean,0.0,50.0,0.0,0.5962,0.0,50.0,0.0,0.4786
std,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0259
