,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.14,50.29,0.0,7.12,34.08,25.88,33.78,0.0,43.87,0.5806,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5776
split 1,18.56,50.37,0.0,5.31,34.05,28.01,33.74,0.0,50.28,0.5886,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5572
split 2,18.38,50.4,0.0,4.74,34.0,27.59,33.74,0.0,49.03,0.589,18.56,49.39,0.0,6.3,33.4,25.29,33.15,0.0,42.72,0.5461
split 3,17.08,50.14,0.0,1.11,33.47,22.25,33.47,0.0,33.27,0.5908,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5481
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5855,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5409
split 5,18.08,50.26,0.0,3.99,33.88,29.4,33.62,0.0,54.58,0.5913,18.93,50.54,0.0,6.24,34.14,25.31,33.92,0.0,41.99,0.5286
mean,17.99,50.24,0.0,3.71,33.8,24.04,33.61,0.0,38.5,0.5876,17.36,49.99,0.0,2.09,33.48,15.84,33.4,0.0,14.12,0.5497
std,0.85,0.14,0.0,2.44,0.29,6.2,0.16,0.0,18.47,0.0036,0.99,0.33,0.0,2.96,0.3,6.69,0.24,0.0,19.97,0.0151
test mean,17.746460395671075,50.18939655808123,0.0,3.0499846289319983,33.77722806294235,13.63839571175522,33.597259964397324,0.0,7.317927170868348,0.5810360501351112,17.35161772106812,50.3318479075904,0.0,1.7230052556139515,33.660130718954235,16.710907081672854,33.632721245018566,0.0,16.5,0.5168239806845684
test std,2.8201257658776866,1.0355914509530793,0.0,7.984794913563856,1.2087290504684216,6.249335516367938,1.007907706807749,0.0,18.227606627184528,0.06764333205594689,1.3713416234378624,0.7890221483374964,0.0,3.350457886101288,0.6535947712418319,11.151817189896677,0.7128424048790544,0.0,33.25281942933561,0.027567082057313383
