,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6086,0.0,50.0,0.0,0.5105
split 1,0.0,50.0,0.0,0.5872,0.0,50.0,0.0,0.5707
split 2,0.0,50.0,0.0,0.6019,0.0,50.0,0.0,0.4952
split 3,0.0,50.0,0.0,0.6002,0.0,50.0,0.0,0.5295
split 4,0.0,50.0,0.0,0.6097,0.0,50.0,0.0,0.4298
split 5,0.0,50.0,0.0,0.5965,0.0,50.0,0.0,0.4849
mean,0.0,50.0,0.0,0.6007,0.0,50.0,0.0,0.5034
std,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.043
test mean,0.0,50.0,0.0,0.5920741556030089,0.0,50.000000000000014,0.0,0.5721542366994573
test std,0.0,1.6054591898650453e-14,0.0,0.07736485384766432,0.0,1.879919374704706e-14,0.0,0.06435026452635756
