,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5559,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5586
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5575,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5359
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5609,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5535
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5639,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5357
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5593,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5593
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5598,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5379999999999999
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5596,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5468
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105
test mean,16.666666666666675,50.000000000000014,0.0,0.0,33.333333333333336,11.111111111111118,33.33333333333335,0.0,0.0,0.55065219104513,16.666666666666668,49.99999999999999,0.0,0.0,33.33333333333333,11.11111111111111,33.33333333333333,0.0,0.0,0.5420407826517905
test std,1.404629005450465e-14,4.107714641102437e-14,0.0,0.0,9.221220189531467e-15,1.2919224432865985e-14,3.8849691204214914e-14,0.0,0.0,0.05064256309717517,1.432144669219779e-14,4.1278802735512877e-14,0.0,0.0,3.552713678800501e-15,1.2450348102600539e-14,3.7430161202865756e-14,0.0,0.0,0.026165134788290526
