,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4771,0.0,50.0,0.0,0.5385
split 1,0.0,50.0,0.0,0.5085,0.0,50.0,0.0,0.3609
split 2,0.0,50.0,0.0,0.4985,0.0,50.0,0.0,0.4825
split 3,0.0,50.0,0.0,0.5298,0.0,50.0,0.0,0.5097
split 4,0.0,50.0,0.0,0.5197,0.0,50.0,0.0,0.469
split 5,0.0,50.0,0.0,0.5213,0.0,50.0,0.0,0.5475
mean,0.0,50.0,0.0,0.5092,0.0,50.0,0.0,0.4847
std,0.0,0.0,0.0,0.0174,0.0,0.0,0.0,0.062
test mean,0.0,50.0,0.0,0.512155577783879,0.0,49.99999999999999,0.0,0.5262513709614863
test std,0.0,1.9149301917896006e-14,0.0,0.057847144806980055,0.0,1.5280799322856756e-14,0.0,0.07705020596683614
