,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4771,0.0,50.0,0.0,0.5385
split 1,0.0,50.0,0.0,0.5085,0.0,50.0,0.0,0.3609
split 2,0.0,50.0,0.0,0.4985,0.0,50.0,0.0,0.4825
split 3,0.0,50.0,0.0,0.5298,0.0,50.0,0.0,0.5097
split 4,0.0,50.0,0.0,0.5197,0.0,50.0,0.0,0.469
split 5,0.0,50.0,0.0,0.5213,0.0,50.0,0.0,0.5475
mean,0.0,50.0,0.0,0.5092,0.0,50.0,0.0,0.4847
std,0.0,0.0,0.0,0.0174,0.0,0.0,0.0,0.062
