,F1,Acc,precision,Auc
test tissue 0,75.03949447077412,76.24060150375942,79.03494176372715,0.8561403508771929
test tissue 1,65.88669950738917,71.23572170301142,80.93797276853255,0.8541017653167182
test tissue 2,76.55786350148371,77.03488372093024,78.18181818181823,0.8512596899224805
test tissue 3,52.19522156422304,64.9235840575367,81.92307692307693,0.783038657476776
test tissue 4,64.20488385944019,67.72287862513426,72.05882352941178,0.7737200143215186
test mean,66.77683258066205,71.43153392207441,78.42732663331331,0.8236520955829372
test std,8.763227537064688,4.704689956831255,3.4499540992755393,0.037114720740099194
