,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5905,0.0,50.0,0.0,0.494
split 1,0.0,50.0,0.0,0.5886,0.0,50.0,0.0,0.5186
split 2,0.0,50.0,0.0,0.5785,0.0,50.0,0.0,0.4745
split 3,0.0,50.0,0.0,0.5643,0.0,50.0,0.0,0.5286
split 4,0.0,50.0,0.0,0.578,0.0,50.0,0.0,0.4679
split 5,0.0,50.0,0.0,0.5748,0.0,50.0,0.0,0.6074
mean,0.0,50.0,0.0,0.5791,0.0,50.0,0.0,0.5152
std,0.0,0.0,0.0,0.0088,0.0,0.0,0.0,0.0466
test mean,0.0,49.99999999999999,0.0,0.5546438243238075,0.0,50.0,0.0,0.49802288032190656
test std,0.0,1.5204531042579644e-14,0.0,0.08659258345175905,0.0,1.443119118362539e-14,0.0,0.07531615590607686
