,F1,Acc,precision,Auc
test tissue 0,69.18238993710692,72.15909090909092,77.46478873239437,0.8409090909090908
test tissue 1,61.111111111111136,72.00000000000001,100.0,0.8933333333333333
test tissue 2,62.499999999999986,72.7272727272727,100.0,0.8363636363636365
test tissue 3,70.0,60.43956043956044,56.375838926174524,0.8846153846153846
test tissue 4,51.61290322580645,67.39130434782612,100.0,0.7950310559006212
test tissue 5,33.333333333333336,60.0,100.0,0.97
test tissue 6,78.50467289719626,77.88461538461539,76.36363636363637,0.8365384615384616
test tissue 7,73.09644670050761,76.44444444444444,85.20710059171597,0.9066666666666666
test tissue 8,69.99999999999997,76.92307692307692,100.0,0.9769230769230769
test mean,63.26009524500685,70.66326279732077,88.37904051265792,0.8822645229166968
test std,12.873492155165355,6.341877989260753,14.806119007081342,0.0585936848319539
