,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,25.07,50.62,1.59,23.01,36.1,42.29,34.92,47.57,44.36,0.5725,21.12,50.26,0.0,13.09,34.56,25.53,34.05,0.0,42.53,0.5259
split 1,28.33,49.22,0.0,35.78,37.11,25.81,35.52,0.0,41.91,0.568,25.17,49.98,0.0,25.53,35.51,24.32,35.02,0.0,37.95,0.5268
split 2,31.98,46.73,5.19,44.01,38.35,41.69,38.04,48.74,38.28,0.5753,29.25,41.65,19.03,27.08,32.54,33.93,31.25,35.9,34.66,0.547
split 3,30.01,48.52,11.26,30.25,36.61,40.43,34.92,45.27,41.11,0.578,30.75,35.48,8.96,47.81,35.33,31.07,35.44,19.86,37.91,0.5087
split 4,29.89,48.47,4.7,36.51,37.19,42.7,35.61,52.04,40.43,0.5756,24.84,47.03,0.0,27.49,33.78,23.58,33.37,0.0,37.37,0.529
split 5,28.8,49.57,0.0,36.83,37.63,26.4,35.73,0.0,43.48,0.578,22.68,44.64,0.0,23.4,30.83,19.6,32.46,0.0,26.33,0.4809
mean,29.01,48.86,3.79,34.4,37.16,36.55,35.79,32.27,41.6,0.5746,25.63,44.84,4.67,27.4,33.76,26.34,33.6,9.29,36.12,0.5197
std,2.1,1.19,3.92,6.48,0.71,7.42,1.06,22.9,1.99,0.0035,3.4,5.14,7.21,10.33,1.65,4.79,1.44,13.93,4.95,0.0206
test mean,26.02609617735368,47.884770444696926,0.0,30.193518087364115,36.12001752544074,26.778126088109655,35.251881602460855,0.0,45.0824966618681,0.5785861258877653,23.516025672285334,46.90682158563703,0.0,23.641255431218966,33.42054789337617,22.943293672965808,33.67951334252777,0.0,35.150367676369655,0.5069727360940356
test std,4.834966036661951,3.9010871165987644,0.0,15.06151190195662,3.2157991236306813,7.088056124684054,3.9354578323267493,0.0,21.00783452838981,0.06073193744245361,4.319230748508335,3.433734070279095,0.0,10.944845276159581,3.64409792703602,4.2470846874521415,3.249827412068386,0.0,10.706882641874543,0.053945963770865135
