,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.92,47.01,33.91,44.83,42.79,43.38,40.85,45.59,43.71,0.6183,30.72,45.24,17.63,29.29,34.73,35.39,33.65,32.42,40.08,0.5325
split 1,42.51,48.7,37.03,41.8,43.29,44.0,41.05,45.91,45.03,0.6123,29.59,34.42,26.69,27.64,30.02,30.25,30.04,32.51,28.19,0.5054
split 2,39.18,49.71,27.5,40.34,41.69,44.48,39.24,51.93,42.27,0.6068,33.38,44.8,28.34,26.99,35.9,37.45,34.33,35.98,42.04,0.5306
split 3,41.11,49.05,34.73,39.56,42.34,43.37,40.06,46.05,44.01,0.6118,34.36,46.34,19.92,36.83,37.08,36.63,37.31,35.08,37.51,0.5484
split 4,41.39,49.19,32.46,42.51,42.96,44.94,39.6,49.7,45.52,0.6139,34.74,40.89,26.07,37.27,35.6,35.33,36.86,34.06,35.06,0.5094
split 5,42.75,46.07,38.41,43.76,43.13,43.71,40.71,46.55,43.88,0.6118,32.92,31.98,26.25,40.51,33.96,34.01,36.11,32.38,33.56,0.5159
mean,41.47,48.29,34.01,42.13,42.7,43.98,40.25,47.62,44.07,0.6125,32.62,40.61,24.15,33.09,34.55,34.84,34.72,33.74,36.07,0.5237
std,1.17,1.3,3.51,1.83,0.54,0.57,0.67,2.37,1.04,0.0034,1.87,5.55,3.93,5.29,2.24,2.32,2.46,1.41,4.53,0.0149
test mean,37.24176687206467,45.96791620660007,28.880100830702865,36.877283578891074,41.687808087429964,40.375709104762095,40.57191742704024,37.61971057415031,42.93549931309575,0.6125385959816994,28.743434341245173,28.842809024646467,29.738755188606007,27.64873881048305,34.63127296810852,36.50492073517982,28.46500465871882,37.17180065646372,43.87795689035692,0.48500312480158786
test std,9.439427333585332,11.947952444572767,22.309617227266347,14.695796343605338,7.549402297218959,12.428372843730894,12.969379263459448,19.712020158104995,18.101858496032023,0.04688807838243498,6.333386173018733,16.998079119145874,17.70764133186662,13.930977274347015,3.3670143349402983,8.176121010893674,11.090421858581077,4.767978335858163,21.98520846126788,0.06265039934174997
