,F1,Acc,precision,Auc
test tissue 0,93.33333333333333,92.85714285714286,87.5,0.9846938775510204
test tissue 1,75.55555555555557,72.26890756302521,67.5496688741722,0.8361344537815126
test tissue 2,88.8888888888889,90.00000000000001,100.0,0.9375
test tissue 3,71.18644067796612,76.3888888888889,91.30434782608695,0.8796296296296297
test tissue 4,60.55045871559632,62.280701754385944,63.46153846153846,0.706140350877193
test tissue 5,84.95575221238937,85.83333333333334,90.56603773584905,0.9333333333333333
test tissue 6,72.21238938053098,75.69659442724456,84.29752066115702,0.9504643962848297
test tissue 7,22.22222222222222,56.25000000000002,100.0,0.9078947368421053
test mean,71.11313012331036,76.44694610300262,85.58488919485046,0.8919738472874531
test std,20.988607053652064,12.08152312331465,12.713927764923215,0.08205133049640743
