plant,time point,cell,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
ktnP1,1,3589,2.2585764103922608,0.023245482778597483,0.000926135715253416,0.0403724270549222,5.981080425982873e-05,0.0021722860043782892,0.054770814586536876,0.07189139137591315,0.09987916387047874,0.0403724270549222,284.7603286650208,49.0,254.150047416589,0.2121212121212121,4.454545454545454,0.6469901005535386,0.20086098110431602
ktnP1,1,3591,2.2811098000549928,0.02344302858607496,0.0008790731173038103,0.06751957302356612,1.3343010932201829e-05,0.0024282646869622187,0.052410745517984886,0.05287485436925095,0.04438888973109791,0.06751957302356612,294.0461520997522,43.0,208.94507370952022,0.2263157894736842,4.3,0.5926856976433051,0.1703194094906417
ktnP1,1,3592,2.825068060415746,0.029878051212599687,0.000920459757863639,0.028353903812569903,1.6805148209212763e-06,0.002631205835851439,0.05282954259512718,0.053891984570335394,0.0414406841785459,0.028353903812569903,268.93359319463275,43.0,222.79652383146694,0.25146198830409355,4.526315789473684,0.6676020557726757,0.2831682068609011
ktnP1,1,3593,2.701452314512357,0.026075835208812594,0.0009600736748435053,0.008388438671192827,1.5560292746684678e-07,0.00238287755316059,0.054848049213969755,0.07975426826162586,0.08047911727392498,0.008388438671192827,261.4869898108321,51.0,258.8787986267771,0.2015810276679842,4.434782608695652,0.6937729716354439,0.2107457359883202
ktnP1,1,3594,1.8400484839026987,0.041374871920663976,0.0008609248934117466,0.016511979279084828,1.7086470227922337e-06,0.0018174053345655485,0.04523392989598327,0.03742932162202924,0.02383733388443319,0.016511979279084828,267.8540990678852,40.0,204.13012124098503,0.26143790849673204,4.444444444444445,0.6716683816415429,0.2778036418174335
ktnP1,1,3597,1.8471393525107593,0.029326356645097366,0.000888286405274187,0.0754665149225909,1.0972479323769691e-06,0.001812995068531029,0.04949262730979186,0.050463169594195445,0.043464291265742354,0.0754665149225909,299.9220363592717,43.0,211.30893048788076,0.2263157894736842,4.3,0.6000594867200286,0.18664433680335607
ktnP1,1,3611,1.5485696061263678,0.029866159841758902,0.0007984422554469932,0.15585817161470086,3.7220944366977406e-09,0.001643038022642265,0.04997227215104882,0.032985548528161816,0.05000375924580435,0.15585817161470086,298.0381731428491,47.0,244.99649866498328,0.22380952380952382,4.476190476190476,0.6284550944102396,0.2524149042777176
ktnP1,1,3616,2.673383853261548,0.02634767208414234,0.0009291482860658265,0.05116457037458548,3.7961354333511147e-07,0.002669836559044076,0.053857524488594724,0.06345539557873088,0.05709846010607952,0.05116457037458548,288.3616951580465,47.0,243.32795128279062,0.22380952380952382,4.476190476190476,0.6842923327945513,0.21952486961273074
ktnP1,1,3617,2.0205856775139464,0.02999993826242368,0.0009009044828776851,0.03158173576908738,3.3890555063758347e-07,0.002067354725059388,0.04968264635262002,0.05176867672573333,0.05034382253449912,0.03158173576908738,280.12527165561283,45.0,230.54664423672637,0.23684210526315788,4.5,0.6773526857583414,0.25005329235434726
ktnP1,1,3618,2.1528989793427504,0.03086219416092416,0.0009002652441275106,0.07322959794360615,4.214678389801215e-07,0.002121754873309401,0.04932152861264503,0.05491748706393468,0.03398276227644154,0.07322959794360615,267.93141907881176,42.0,209.1722733805722,0.2456140350877193,4.421052631578948,0.6824319957968964,0.256550521130811
ktnP1,1,3624,3.513659579866039,0.030388458827579606,0.000980999069298985,0.07316092066793556,9.578441983307666e-05,0.0028408059311633895,0.060672942581982726,0.08629400720248386,0.10310214219309242,0.07316092066793556,290.19508356618684,63.0,343.60969095788687,0.1794871794871795,4.666666666666667,0.7102783205220836,0.18041160262395223
ktnP1,1,3626,2.850713814234039,0.027268464608975453,0.0009450811531573799,0.007397523693660106,1.1028278009531641e-07,0.002785487636996652,0.05369874818379113,0.07514284892940279,0.06119116165718242,0.007397523693660106,258.80844142753904,47.0,237.21655796015793,0.22380952380952382,4.476190476190476,0.6958400800047074,0.24132273161159135
ktnP1,1,3631,2.3884665734600032,0.03263642264913305,0.0008844547377859521,0.027353177795655673,4.949708238910778e-06,0.002245409364192021,0.04920583031876958,0.050879474778028226,0.03183606831292234,0.027353177795655673,257.8867391673198,42.0,212.45570384889794,0.2456140350877193,4.421052631578948,0.6643979126367591,0.24806222540506556
ktnP1,1,3634,1.3948249590761008,0.037386880615845434,0.0007987729838937744,0.02228087043541393,0.00011815487857944308,0.0014951381466113717,0.04525617455891654,0.034571985951523755,0.029376250603080637,0.02228087043541393,262.54716028549666,39.0,192.35119387601083,0.2549019607843137,4.333333333333333,0.6029891395156138,0.23595531225767685
ktnP1,1,3636,4.3912516203367495,0.02888350197299361,0.0009109362577633637,0.12104860388909601,5.42795857170939e-06,0.0035796814277720634,0.04905410081032561,0.06065166512265072,0.042355179096057544,0.12104860388909601,298.15912323183016,43.0,204.1165886010827,0.2263157894736842,4.3,0.570138998034485,0.18507952930958235
ktnP1,1,3648,0.801263082789971,0.043428000354115676,0.0006818165237827531,0.10983458587602771,3.572213716965425e-05,0.0009117036819474852,0.04147676336518281,0.017780213973185483,0.016676024936358506,0.10983458587602771,293.74071579792496,36.0,179.5469282087278,0.2647058823529412,4.235294117647059,0.5493866383462036,0.29346068791809843
ktnP1,1,3657,1.978855777090628,0.025547675751585546,0.0008562451299564927,0.013539234346486666,7.484943116726465e-07,0.0020650719996266977,0.04801192829554592,0.0484175610058256,0.0459259286631877,0.013539234346486666,281.9746845001975,41.0,189.0404635381661,0.23976608187134504,4.315789473684211,0.6402666558486041,0.24004665092074437
ktnP1,1,3662,3.0201639179910114,0.03322770508691195,0.000913934129249044,0.05027176579086788,5.641278696290685e-05,0.0026656380333498464,0.049469767682733354,0.05159444077568421,0.0353796531895182,0.05027176579086788,275.8513349871266,42.0,212.7650678011246,0.2456140350877193,4.421052631578948,0.6324612892886529,0.27093219627508425
ktnP1,1,3663,2.2203214374461897,0.032779857918414174,0.0009121803345314178,0.007858642544591173,9.200317999475773e-07,0.002104395775431186,0.051176588939460844,0.0692151852603706,0.058275856695073014,0.007858642544591173,246.28004260388033,50.0,252.30345329624646,0.1976284584980237,4.3478260869565215,0.750251113444551,0.20035575420107443
ktnP1,1,3664,1.00460646766975,0.06390633368312718,0.0007028516658261478,0.013048682377411063,0.00010921442147891286,0.001007194572889301,0.039841384637896146,0.008361647316541612,0.0074333209045589635,0.013048682377411063,282.7145808374243,30.0,147.2609028785499,0.32967032967032966,4.285714285714286,0.5148145480166387,0.39418324114385633
ktnP1,1,3666,2.3007233964780633,0.022834589985094116,0.0009430206847055471,0.06684261130624178,5.8728707297177645e-05,0.002178317011409716,0.053797794915172725,0.07199723566082253,0.07090705630132914,0.06684261130624178,299.74101171533187,49.0,245.95580085113508,0.2121212121212121,4.454545454545454,0.6096607756290814,0.18312601413251792
ktnP1,1,3680,1.1173173474762845,0.03052166388761373,0.0007466699155290147,0.06805918018954928,5.639131285032698e-07,0.001211282125518478,0.044094485763224334,0.029688650895590432,0.024419068767202432,0.06805918018954928,288.83724730855926,39.0,181.50237593698517,0.2549019607843137,4.333333333333333,0.5792943308125235,0.19554774297177635
ktnP1,1,3681,1.3953934650039228,0.039237230522737955,0.0008066106952696494,0.022879343837686163,4.1717625745121576e-08,0.0015197933418793913,0.04427765550172925,0.02762340502745451,0.024927999083776468,0.022879343837686163,276.91479229218197,35.0,170.9256558800829,0.2916666666666667,4.375,0.6184448046838712,0.33663057321334344
ktnP1,1,3686,2.8478349449332865,0.027760307548454113,0.0009295398704666527,0.006220198967878657,7.3537374026568726e-09,0.0026112391148442726,0.054473973319980634,0.06307981760014293,0.04751947916540746,0.006220198967878657,246.06716457152652,49.0,255.05118530289306,0.2121212121212121,4.454545454545454,0.7373844311900154,0.23907618382253606
ktnP1,1,3715,2.6125112543966864,0.025145942522746104,0.0009607080326191031,0.027892784961638835,2.204069514818336e-05,0.002464886407886297,0.05552018871649849,0.0876110882820223,0.11352694787972352,0.027892784961638835,276.70089230206673,54.0,280.3476047407331,0.1956521739130435,4.5,0.6840363926248877,0.15772678301914284
ktnP1,1,3719,1.8118876507740365,0.043734219904559744,0.0008498199925439528,0.0006573396385613091,2.2816705285795142e-05,0.001654788737767461,0.046013141547689054,0.033048674486608386,0.021966955903847354,0.0006573396385613091,249.0257789730605,41.0,205.33799179606476,0.23976608187134504,4.315789473684211,0.6822907627927322,0.2553358902307722
ktnP1,1,3723,1.334210443109343,0.03551190454071823,0.0008155608143264657,0.03315150207012931,2.6779299423413384e-06,0.0014246901582157154,0.046068649623017204,0.034705091178317014,0.035882311146568736,0.03315150207012931,285.33831168896523,41.0,205.37927493003548,0.23976608187134504,4.315789473684211,0.617103788436646,0.21340154622701915
ktnP1,1,3727,2.4435985984291153,0.025756482002056744,0.0009375968056630541,0.052126052233973666,1.742737016288184e-06,0.002404579398728281,0.05491114615387738,0.06800464895917008,0.06777317217073225,0.052126052233973666,285.734786369117,51.0,267.3068257470493,0.2015810276679842,4.434782608695652,0.6847639508553501,0.18183799904561238
ktnP1,1,3734,2.7094960099408967,0.03238536133242489,0.000937938890251924,0.01095893098914899,3.3983908837578795e-08,0.0026220454699659623,0.04970411834417691,0.0652277850763672,0.0574897662371909,0.01095893098914899,283.2909184004109,44.0,219.9862323897621,0.23157894736842108,4.4,0.6597359484813617,0.2248772597142028
ktnP1,1,3737,2.1601834880666217,0.027921036516259084,0.000885871455939074,0.11935129407609442,6.28983370130369e-09,0.002203794989160157,0.050127830191960536,0.054152758471776,0.06055304164707235,0.11935129407609442,294.9239424726702,46.0,230.67274606447396,0.21904761904761907,4.380952380952381,0.6330918841160429,0.20498848864019226
ktnP1,1,3739,3.7665469550475588,0.030673413325315195,0.0009738240064172057,0.025096638737907895,8.748344694303827e-05,0.0030398130155030005,0.055147653320711615,0.07567060514735237,0.060926653919123136,0.025096638737907895,290.84086592756233,52.0,276.36533940992575,0.20553359683794464,4.521739130434782,0.6512064885431161,0.21511323878383337
ktnP1,1,3740,2.7474467842410566,0.02450443856642558,0.000903559053447212,0.019347369660341816,2.5924179625525723e-09,0.002846285041425642,0.052852393675423236,0.06336743299888493,0.047126626532281904,0.019347369660341816,273.1524888274387,43.0,218.11442765911036,0.25146198830409355,4.526315789473684,0.5865695056399091,0.2466753798238565
ktnP1,1,3745,1.612006050491184,0.04148274451367396,0.0008290631462282189,0.003983281988893903,1.3121487643130709e-07,0.0017018576709526168,0.04499113912277351,0.030619409426030666,0.022603164009384884,0.003983281988893903,263.5452246777123,40.0,202.8508475822322,0.26143790849673204,4.444444444444445,0.6444707139317896,0.26598864895024105
ktnP1,1,3747,1.4082995495099118,0.03516480934422021,0.0008160163842120639,0.03684045287757785,1.447899163153675e-05,0.001431239876974046,0.04595565922935898,0.033219814992835356,0.028607381194924078,0.03684045287757785,292.8194675524976,43.0,217.07853165697256,0.2263157894736842,4.3,0.5941463429246154,0.20211501886261352
ktnP1,1,3748,1.483480393482223,0.02847999370434735,0.0008376960577627287,0.0909777681847615,7.372629347428558e-05,0.001492355623364541,0.04965531224177421,0.04100891947756616,0.036260076470512055,0.0909777681847615,302.488263656516,44.0,221.90694649245657,0.23157894736842108,4.4,0.6146063903334112,0.19916177491304543
ktnP1,1,3754,2.4474775855736235,0.04405319036492389,0.0008611975924324091,0.0017365539705276377,1.9056334133776242e-05,0.0022292181109210274,0.04483723901601757,0.035809473307226496,0.016123534023539148,0.0017365539705276377,257.00633373090216,37.0,185.03046532285626,0.27205882352941174,4.352941176470588,0.6418158443277259,0.2966672745984108
ktnP1,1,3759,1.235158607300915,0.038807361822746814,0.0007677136586192914,0.03967584325883484,3.97658455950473e-06,0.0012158702592277083,0.04556622697743499,0.02454883337611703,0.02282376009851473,0.03967584325883484,263.7611249242168,41.0,204.19517844073926,0.23976608187134504,4.315789473684211,0.6434038787237139,0.24116454232507467
ktnP1,1,3760,2.2705951343925905,0.0247121780465111,0.0008775062866303688,0.03727213861036438,1.9569699051448833e-05,0.002316383046116763,0.053033747776516774,0.06031109423942189,0.04324739427877811,0.03727213861036438,263.9648070258597,45.0,228.82412495051886,0.23684210526315788,4.5,0.66599090120331,0.22864745886720578
