,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.09,50.08,0.0,1.21,33.54,44.47,33.4,0.0,100.0,0.5748,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5424
split 1,17.28,50.17,0.0,1.66,33.61,31.77,33.49,0.0,61.82,0.5801,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4794
split 2,23.52,50.82,0.0,19.75,36.01,29.47,34.57,0.0,53.83,0.5722,17.2,47.71,0.0,3.89,31.09,14.89,32.34,0.0,12.33,0.5276
split 3,17.34,50.15,0.0,1.87,33.55,24.28,33.5,0.0,39.35,0.5793,17.9,49.32,0.0,4.39,33.16,25.69,33.04,0.0,44.02,0.531
split 4,16.92,50.04,0.0,0.71,33.45,44.46,33.37,0.0,100.0,0.5774,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.53
split 5,16.92,50.07,0.0,0.7,33.45,33.33,33.39,0.0,66.59,0.5784,17.19,49.32,0.0,2.25,33.0,22.61,32.98,0.0,34.85,0.5438
mean,18.18,50.22,0.0,4.32,33.94,34.63,33.62,0.0,70.26,0.5770000000000001,17.05,49.39,0.0,1.75,32.87,16.09,33.06,0.0,15.2,0.5257
std,2.39,0.27,0.0,6.91,0.93,7.49,0.43,0.0,22.65,0.0027,0.45,0.81,0.0,1.87,0.81,5.92,0.35,0.0,17.88,0.0216
test mean,16.956318321231336,49.963713804369384,0.0,0.905241159324644,33.40543248286745,16.372882582079484,33.329174062027924,0.0,15.789473684210526,0.5716645291118612,16.81952250746873,50.027533039647565,0.0,0.4310344827586206,33.40643274853801,15.285947712418299,33.35784313725489,0.0,12.5,0.501361024598261
test std,0.7958117080774099,0.44051907749672364,0.0,2.1723167483714736,0.539990759966627,12.203539954427844,0.28193492182547847,0.0,36.464227527765836,0.04360307337223327,0.4044185412059404,0.07284557574515123,0.0,1.1404100478726682,0.1934028736158274,11.045579411388932,0.06484684585940788,0.0,33.071891388307385,0.050594669990362676
