,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4982,0.0,50.0,0.0,0.4456
split 1,0.0,50.0,0.0,0.5289,0.0,50.0,0.0,0.5058
split 2,0.0,50.0,0.0,0.4962,0.0,50.0,0.0,0.471
split 3,0.0,50.0,0.0,0.5013,0.0,50.0,0.0,0.4966
split 4,0.0,50.0,0.0,0.4974,0.0,50.0,0.0,0.4894
split 5,0.0,50.0,0.0,0.5033,0.0,50.0,0.0,0.5679
mean,0.0,50.0,0.0,0.5042,0.0,50.0,0.0,0.496
std,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0376
test mean,0.0,50.0,0.0,0.4775937948987239,0.0,50.0,0.0,0.47845377341411743
test std,0.0,1.6623791107849736e-14,0.0,0.0762270852196904,0.0,1.3759600911837627e-14,0.0,0.06358321506039237
