,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5788,0.0,50.0,0.0,0.4951
split 1,2.21,50.45,83.15,0.5597,3.15,50.45,69.61,0.4562
split 2,0.0,50.0,0.0,0.5644,0.0,50.0,0.0,0.4644
split 3,0.0,50.0,0.0,0.571,0.0,50.0,0.0,0.4876
split 4,0.0,50.0,0.0,0.5764,0.0,50.0,0.0,0.473
split 5,0.0,50.0,0.0,0.5645,0.0,50.0,0.0,0.4589
mean,0.37,50.07,13.86,0.5691,0.53,50.08,11.6,0.4725
std,0.82,0.17,30.99,0.0069,1.17,0.17,25.94,0.0145
test mean,0.0,50.0,0.0,0.5514110222655665,0.0,50.0,0.0,0.4449989727492011
test std,0.0,1.6054591898650453e-14,0.0,0.08647641146466514,0.0,8.331852114593072e-15,0.0,0.10108515285516882
