,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.546,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5131
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5425,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5244
split 2,17.27,50.02,0.0,1.8,33.42,22.08,33.42,0.0,32.8,0.5515,20.23,49.26,0.0,11.44,33.33,21.54,33.51,0.0,31.11,0.505
split 3,25.3,48.34,0.0,27.56,34.97,24.49,33.98,0.0,39.5,0.5453,20.84,45.87,0.0,16.65,31.42,20.36,31.74,0.0,29.33,0.5243
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5335,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5933
split 5,24.66,47.89,0.0,26.11,34.42,24.04,33.57,0.0,38.54,0.5423,25.33,49.83,0.0,26.18,35.35,23.8,35.14,0.0,36.25,0.5219
mean,19.54,49.37,0.0,9.25,33.8,17.32,33.5,0.0,18.47,0.5435,19.4,49.16,0.0,9.04,33.35,16.5,33.4,0.0,16.12,0.5304
std,3.86,0.9,0.0,12.46,0.65,6.26,0.23,0.0,18.59,0.0054,3.17,1.5,0.0,10.02,1.13,5.49,0.98,0.0,16.25,0.029
test mean,16.66666666666667,50.0,0.0,0.0,33.333333333333336,11.111111111111112,33.33333333333334,0.0,0.0,0.5395605071246787,16.666666666666664,49.99999999999999,0.0,0.0,33.333333333333336,11.111111111111109,33.33333333333333,0.0,0.0,0.5284971295019049
test std,1.4770795086965546e-14,4.3164966448753426e-14,0.0,0.0,8.204640795236539e-15,1.2756595756924791e-14,3.8138028921373265e-14,0.0,0.0,0.05252453491728838,1.2623387138745463e-14,3.759838749409412e-14,0.0,0.0,6.153480596427404e-15,1.1374233532693354e-14,3.32325934484418e-14,0.0,0.0,0.03784504732485771
