,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,23.84,50.69,16.17,4.65,35.84,48.34,34.51,49.36,61.13,0.5755,17.15,50.23,0.0,1.23,33.38,17.77,33.6,0.0,19.72,0.5453
split 1,24.09,50.31,17.81,4.16,35.57,42.38,34.41,46.8,45.93,0.5838,17.93,49.76,4.03,0.0,33.58,31.41,33.27,60.98,0.0,0.5437
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5852,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5112
split 3,23.24,50.89,15.15,3.68,35.85,47.74,34.52,55.52,53.2,0.5898,17.15,49.8,1.65,0.0,33.17,18.7,33.3,22.81,0.0,0.5214
split 4,21.45,50.7,11.56,2.08,35.25,58.99,34.16,57.64,85.16,0.5854,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5196
split 5,22.36,50.76,12.24,4.07,35.54,52.9,34.29,56.97,67.44,0.5832,16.46,49.39,0.0,0.0,32.65,11.01,33.02,0.0,0.0,0.5269
mean,21.94,50.56,12.16,3.11,35.23,43.58,34.21,44.38,52.14,0.5838,17.0,49.86,0.95,0.21,33.24,16.85,33.31,13.96,3.29,0.528
std,2.52,0.31,5.85,1.61,0.87,15.38,0.41,20.24,26.34,0.0043,0.49,0.26,1.5,0.46,0.29,7.26,0.17,22.61,7.35,0.0126
test mean,19.40283007814183,50.53613184448482,4.519253163748785,3.1531052261918737,34.70297093652357,19.72605002016319,34.183893282949306,4.940472682265574,20.053784095274683,0.5911278105019012,16.65030315557392,49.95090946672176,0.0,0.0,33.2516339869281,11.105730799975397,33.31719239992619,0.0,0.0,0.5379544300816128
test std,7.455901950631483,1.3552323679215534,13.298235516814557,9.09980795653954,3.737958763143612,17.0104382320227,2.2833029697389495,14.47380068493583,39.016607159483435,0.04254500665000664,0.04329378092723583,0.12988134278170596,0.0,0.0,0.21615615286475373,0.014234965241234594,0.04270489572370445,0.0,0.0,0.030286840354627406
