,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4861,0.0,50.0,0.0,0.4635
split 1,0.0,50.0,0.0,0.4722,0.0,50.0,0.0,0.4904
split 2,0.0,50.0,0.0,0.474,0.0,50.0,0.0,0.5092
split 3,0.0,50.0,0.0,0.4933,0.0,50.0,0.0,0.4067
split 4,0.0,50.0,0.0,0.4798,0.0,50.0,0.0,0.4537
split 5,0.0,50.0,0.0,0.4642,0.0,50.0,0.0,0.5539
mean,0.0,50.0,0.0,0.4783,0.0,50.0,0.0,0.4796
std,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0461
test mean,0.0,50.0,0.0,0.47836407947599635,0.0,50.00000000000001,0.0,0.5152736009193694
test std,0.0,1.70187105622355e-14,0.0,0.07716218096701656,0.0,8.331852114593072e-15,0.0,0.06564317768567425
