,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,22.72,50.27,15.06,2.83,35.05,39.99,34.22,45.69,40.06,0.5564,17.14,50.08,1.32,0.0,33.56,44.47,33.41,100.0,0.0,0.5331
split 1,36.97,46.43,40.0,24.48,39.12,39.85,36.82,44.12,38.62,0.5862,32.9,46.76,19.41,32.52,36.0,35.39,36.07,29.29,40.81,0.5131
split 2,32.48,48.49,20.09,28.84,37.26,40.01,35.55,44.44,40.03,0.5742,34.14,40.81,33.32,28.3,34.66,34.44,36.98,32.53,33.82,0.5041
split 3,16.79,50.02,0.37,0.0,33.35,20.01,33.36,26.67,0.0,0.5604,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4795
split 4,16.68,50.03,0.0,0.0,33.33,11.12,33.36,0.0,0.0,0.5488,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5669
mean,25.13,49.05,15.1,11.23,35.62,30.2,34.66,32.18,23.74,0.5652,23.5,47.53,10.81,12.16,34.18,27.31,34.62,32.36,14.93,0.5193
std,8.26,1.45,14.77,12.72,2.26,12.27,1.34,17.56,19.39,0.0134,8.19,3.59,13.45,14.96,1.04,13.68,1.58,36.55,18.42,0.0294
