,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5196,0.0,50.0,0.0,0.4514
split 1,0.0,50.0,0.0,0.5552,0.0,50.0,0.0,0.4973
split 2,0.0,50.0,0.0,0.542,0.0,50.0,0.0,0.4784
split 3,0.0,50.0,0.0,0.5612,0.0,50.0,0.0,0.4583
split 4,0.0,50.0,0.0,0.5226,0.0,50.0,0.0,0.5099
split 5,0.0,50.0,0.0,0.539,0.0,50.0,0.0,0.4412
mean,0.0,50.0,0.0,0.54,0.0,50.0,0.0,0.4727
std,0.0,0.0,0.0,0.0153,0.0,0.0,0.0,0.0248
test mean,0.0,50.0,0.0,0.533008641703952,0.0,50.00000000000001,0.0,0.48809443293397636
test std,0.0,1.597162187604841e-14,0.0,0.07067985024402094,0.0,1.4862067603866e-14,0.0,0.0561830513684708
